ano_lancamento,mes_seno,mes_cos,duracao,orcamento,media_elenco,media_direcao,mediana_elenco,mediana_direcao,Drama,Mystery,Action,Family,Documentary,Crime,Romance,War,Comedy,Fantasy,Adventure,Thriller,Science Fiction,Western,History,Horror,Animation,Music,TV Movie,log_receita
2017,-0.5000000000000004,0.8660254037844384,105,10000000.0,6.628174603174603,6.366666666666667,6.6,6.366666666666667,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.176663247348493
2020,-0.8660254037844384,-0.5000000000000004,95,122200000.0,6.593452380952381,7.0,6.6,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.071795692931143
2017,-0.8660254037844386,0.5000000000000001,109,20000000.0,6.554682539682539,6.6,6.6,6.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.909612002418163
2019,-2.4492935982947064e-16,1.0,100,80000000.0,6.623379629629629,6.6,6.6,6.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.57589417013536
2012,-0.8660254037844386,0.5000000000000001,105,40000000.0,6.57537037037037,6.6,6.6,6.6,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17.234036831249092
2017,1.2246467991473532e-16,-1.0,124,125000.0,6.611111111111111,6.6,6.6,6.6,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.77611568926137
2018,-1.0,-1.8369701987210297e-16,96,80000000.0,6.489889431556097,6.6,6.6,6.6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19.00867371343591
2022,-1.0,-1.8369701987210297e-16,104,160400000.0,6.5152314814814805,6.6,6.6,6.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20.376337241759046
2018,-1.0,-1.8369701987210297e-16,106,22000000.0,6.535648148148147,6.6,6.6,6.6,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,19.289895906076083
2011,-1.0,-1.8369701987210297e-16,89,2485518.0,6.613888888888888,6.599999999999999,6.6,6.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,14.04007351810765
2010,1.0,6.123233995736766e-17,117,24000000.0,6.652777777777776,6.6,6.6,6.6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18.617396892649968
2021,1.0,6.123233995736766e-17,96,174400000.0,6.529999999999999,7.45,6.6,7.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.612546440322916
2010,-0.8660254037844386,0.5000000000000001,84,49200000.0,6.109047619047619,6.4,6.05,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.164971464633062
2011,-2.4492935982947064e-16,1.0,94,91000000.0,6.577116402116401,6.6,6.6,6.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.39192042418225
2017,-0.5000000000000004,0.8660254037844384,114,55000000.0,6.593771043771044,6.753333333333333,6.5,6.753333333333333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.471465831076436
2017,-0.5000000000000004,0.8660254037844384,114,55000000.0,6.491666666666666,6.753333333333333,6.5,6.753333333333333,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.471465831076436
2023,1.0,6.123233995736766e-17,122,35000000.0,6.446898395721925,6.366666666666667,6.5,6.366666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.040499172619235
2023,-0.8660254037844386,0.5000000000000001,95,23000000.0,6.485964912280701,6.5,6.5,6.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.02118360851467
2022,-1.0,-1.8369701987210297e-16,115,17000000.0,6.467314814814815,6.5,6.5,6.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.252894592863065
2022,-0.4999999999999997,-0.8660254037844388,115,17000000.0,6.447348484848486,6.5,6.5,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.252894592863065
2017,-1.0,-1.8369701987210297e-16,103,79000000.0,6.298569023569024,6.55,6.475,6.55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.414407270855627
2022,-0.4999999999999997,-0.8660254037844388,122,200000000.0,6.456450617283951,7.583333333333333,6.5,7.583333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.081492622830073
2013,0.49999999999999994,-0.8660254037844387,91,17000000.0,6.396723646723647,6.566666666666666,6.5,6.566666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.87423849708357
2017,0.49999999999999994,-0.8660254037844387,129,230000000.0,6.566178451178451,6.699999999999999,6.5,6.699999999999999,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.286664644096497
2019,-1.0,-1.8369701987210297e-16,169,79000000.0,6.6194444444444445,6.8,6.625,6.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19.843836688560206
2020,0.8660254037844387,-0.4999999999999998,90,18200000.0,6.866011904761907,6.5,7.0875,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16.247108282830602
2020,0.49999999999999994,-0.8660254037844387,90,18200000.0,7.1903703703703705,6.5,7.4,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.247108282830602
2023,0.49999999999999994,0.8660254037844387,107,25000000.0,6.389197530864198,6.366666666666667,6.5,6.366666666666667,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17.852696706346425
2016,1.0,6.123233995736766e-17,151,263000000.0,6.678585434173669,6.614285714285714,6.6466666666666665,6.614285714285714,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.316725828056896
2018,1.2246467991473532e-16,-1.0,106,15000000.0,6.391262626262626,6.325,6.5,6.325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17.992020989292698
2018,1.2246467991473532e-16,-1.0,106,10000000.0,6.391262626262626,6.325,6.5,6.325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.184451187756643
2018,1.2246467991473532e-16,-1.0,106,325000.0,6.391262626262626,6.325,6.5,6.325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17.89395913772073
2018,-0.8660254037844386,0.5000000000000001,106,15000000.0,6.288800104216771,6.325,6.261363636363637,6.325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17.992020989292698
2018,-0.8660254037844386,0.5000000000000001,106,10000000.0,6.288800104216771,6.325,6.261363636363637,6.325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.184451187756643
2018,-0.8660254037844386,0.5000000000000001,106,325000.0,6.288800104216771,6.325,6.261363636363637,6.325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17.89395913772073
2018,-0.5000000000000004,0.8660254037844384,106,15000000.0,6.348681552365763,6.325,6.5,6.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.992020989292698
2018,-0.5000000000000004,0.8660254037844384,106,10000000.0,6.348681552365763,6.325,6.5,6.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.184451187756643
2018,-0.5000000000000004,0.8660254037844384,106,325000.0,6.348681552365763,6.325,6.5,6.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.89395913772073
2019,-0.8660254037844384,-0.5000000000000004,137,200000000.0,6.430370022277916,7.025,6.5,7.025,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20.318764640441945
2014,-1.0,-1.8369701987210297e-16,102,65000000.0,6.420679012345679,6.2375,6.5,6.2375,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17.044295928154337
2022,1.0,6.123233995736766e-17,122,90000000.0,6.446527777777778,6.5,6.5,6.5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,19.882313272732695
2017,-0.8660254037844384,-0.5000000000000004,109,15000000.0,6.4125000000000005,6.45,6.4833333333333325,6.45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.330069222179667
2020,-2.4492935982947064e-16,1.0,101,82940000.0,6.406481481481482,6.5,6.5,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,19.98472420959509
2022,-1.0,-1.8369701987210297e-16,98,40000000.0,6.51984126984127,6.5,6.5,6.5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16.964856178558268
2020,0.8660254037844386,0.5000000000000001,99,85000000.0,6.40925925925926,6.5,6.5,6.5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19.496764971950245
2013,-1.0,-1.8369701987210297e-16,90,5500000.0,6.537916666666666,6.5,6.5,6.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16.999118598830762
2016,-0.8660254037844386,0.5000000000000001,112,45000000.0,6.405224867724868,6.2,6.5,6.2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.706136374070965
2019,-1.0,-1.8369701987210297e-16,123,80000000.0,6.478376068376068,6.533333333333334,6.5,6.533333333333334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.592762036053532
2018,1.2246467991473532e-16,-1.0,139,8500000.0,6.408068783068783,6.65,6.5,6.65,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.361087808964106
2023,1.0,6.123233995736766e-17,112,117000000.0,6.582123015873015,6.5,6.5,6.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20.17686041572358
2015,-0.8660254037844386,0.5000000000000001,119,55000000.0,6.478108465608466,6.925,6.5,6.925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17.760993070714225
2015,-0.5000000000000004,0.8660254037844384,137,160000000.0,6.553194444444444,6.779999999999999,6.7,6.779999999999999,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.916905369882834
2018,-0.5000000000000004,0.8660254037844384,134,200000000.0,6.615986652236652,6.983333333333333,6.633333333333333,6.983333333333333,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.11615038406853
2018,-0.8660254037844384,-0.5000000000000004,121,6000000.0,6.466464646464647,6.5,6.5,6.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,14.02968900049765
2013,-0.5000000000000004,0.8660254037844384,100,22000000.0,6.491005291005291,6.5,6.5,6.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.224385255075315
2011,-0.8660254037844384,-0.5000000000000004,109,35000000.0,6.529761904761904,6.1499999999999995,6.5,6.1499999999999995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.15086513233494
2011,0.49999999999999994,-0.8660254037844387,102,80000000.0,6.278320105820106,6.859999999999999,6.285714285714286,6.859999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.53780858641818
2014,1.2246467991473532e-16,-1.0,117,45000000.0,6.375262345679012,6.033333333333334,6.44375,6.033333333333334,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.191234304333648
2013,0.8660254037844387,-0.4999999999999998,104,5000000.0,6.378703703703703,6.55,6.5,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.065828291401836
2019,1.0,6.123233995736766e-17,125,115000000.0,6.424113756613757,6.875,6.5,6.875,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-inf
2013,-0.8660254037844386,0.5000000000000001,106,5000000.0,6.346133675692499,6.885714285714286,6.275,6.885714285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18.36042155243417
2018,1.2246467991473532e-16,-1.0,109,110400000.0,6.481851851851853,6.5,6.5,6.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.812764059134587
2016,-1.0,-1.8369701987210297e-16,87,75000000.0,6.538796296296296,6.5,6.45,6.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,20.331412815265733
2016,0.8660254037844386,0.5000000000000001,111,10000000.0,6.299246031746032,6.5,6.441666666666666,6.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.475657506817885
2020,-0.8660254037844384,-0.5000000000000004,107,88600000.0,6.514670514670516,6.2,6.5,6.2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16.409706372299926
2022,-1.0,-1.8369701987210297e-16,98,40748225.8,6.483756613756614,6.433333333333334,6.5,6.433333333333334,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13.184238781122417
2021,-0.5000000000000004,0.8660254037844384,108,6600000.0,6.516666666666667,6.75,6.5,6.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15.447829687304152
2013,-0.8660254037844384,-0.5000000000000004,103,28000000.0,6.427477954144621,5.525,6.5,5.525,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17.424211838358218
2022,-0.4999999999999997,-0.8660254037844388,87,80000000.0,6.426900352733686,6.438888888888889,6.5,6.45,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20.7224144969998
2022,1.0,6.123233995736766e-17,101,15000000.0,6.279872134038801,6.5,6.425,6.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.316237986694464
2020,0.49999999999999994,0.8660254037844387,124,90000000.0,6.3935398860398855,6.5,6.5,6.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19.784957524007268
2017,0.49999999999999994,-0.8660254037844387,87,75100000.0,6.42662037037037,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.064763310895543
2011,1.0,6.123233995736766e-17,93,42500000.0,6.326851851851853,6.05,6.45,6.05,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17.498479257623153
2018,0.49999999999999994,0.8660254037844387,130,35000000.0,6.492040598290598,6.5,6.5,6.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17.905903035262227
2013,0.8660254037844387,-0.4999999999999998,119,70000000.0,6.248148148148148,6.627272727272728,6.308333333333334,6.627272727272728,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.431608698796165
2015,1.0,6.123233995736766e-17,94,130000000.0,6.400740740740741,6.5,6.5,6.5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,19.399778920204565
2015,1.0,6.123233995736766e-17,94,12000000.0,6.400740740740741,6.5,6.5,6.5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-inf
2015,1.0,6.123233995736766e-17,94,500000.0,6.400740740740741,6.5,6.5,6.5,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,17.246002629323424
2015,1.2246467991473532e-16,-1.0,104,30000000.0,6.397354497354497,6.5,6.5,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.28207667638445
2020,1.2246467991473532e-16,-1.0,123,51400000.0,6.348101851851853,6.733333333333333,6.5,6.733333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19.819108518157147
2022,-0.8660254037844386,0.5000000000000001,113,82000000.0,6.5249999999999995,6.5,6.5,6.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.990477615861202
2020,0.49999999999999994,0.8660254037844387,117,25874800.0,6.639007936507936,7.05,6.5,7.05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.063591936822469
2014,0.49999999999999994,0.8660254037844387,112,44000000.0,6.429739858906526,6.55,6.5,6.55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.852335664815493
2020,-0.4999999999999997,-0.8660254037844388,57,35000.0,6.44375,6.5,6.5,6.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12.900448428846733
2018,0.49999999999999994,-0.8660254037844387,100,28000000.0,6.446111111111111,6.5,6.5,6.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.985686568286628
2020,0.49999999999999994,0.8660254037844387,93,54060000.0,6.379166666666666,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.92912452770862
2022,0.49999999999999994,-0.8660254037844387,124,4000000.0,6.463320707070706,6.5,6.5,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.959590612825235
2022,-0.5000000000000004,0.8660254037844384,114,15000000.0,6.506712962962963,6.533333333333334,6.5,6.533333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.72968110759488
2016,1.2246467991473532e-16,-1.0,96,20000000.0,6.293716931216931,6.1000000000000005,6.5,6.1000000000000005,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,17.994981127896416
2017,-0.8660254037844384,-0.5000000000000004,111,1000000.0,6.379411764705883,6.35,6.3999999999999995,6.35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,13.563943484530851
2010,-0.8660254037844384,-0.5000000000000004,101,19000000.0,6.324206349206349,6.2,6.5,6.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.140750938116145
2018,-2.4492935982947064e-16,1.0,101,25000000.0,6.444636752136752,6.233333333333333,6.5,6.233333333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.588962033203842
2018,1.2246467991473532e-16,-1.0,105,143600000.0,6.501521164021164,6.15,6.5,6.15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,19.377576772987247
2016,-0.5000000000000004,0.8660254037844384,89,50168000.0,6.240509259259259,6.5,6.3375,6.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,11.809847163059382
2022,-0.8660254037844384,-0.5000000000000004,104,94000000.0,6.54375,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.649696385365814
2012,1.2246467991473532e-16,-1.0,88,95000000.0,6.214216524216524,6.3,6.253333333333334,6.3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,20.00183869476465
2021,-0.8660254037844386,0.5000000000000001,130,29296922.0,6.404629629629629,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15.793749594134948
2015,-0.8660254037844384,-0.5000000000000004,101,6548225.8,6.491402116402117,5.9,6.5,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.611499360292884
2019,-0.8660254037844386,0.5000000000000001,109,20000000.0,6.472962962962963,7.2,6.5,7.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.376301567613126
2012,0.49999999999999994,-0.8660254037844387,94,33000000.0,6.426203703703704,6.55,6.5,6.55,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.947761783872348
2014,-1.0,-1.8369701987210297e-16,114,28000000.0,6.343880070546737,6.5,6.5,6.5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17.46816063532058
2018,-2.4492935982947064e-16,1.0,104,175000000.0,6.678453203716361,6.5,6.5,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.650569533434673
2019,-0.5000000000000004,0.8660254037844384,103,30000000.0,6.591296296296296,6.6000000000000005,6.5,6.6000000000000005,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.500147318081503
2019,1.0,6.123233995736766e-17,94,69800000.0,6.547638888888889,6.5,6.5,6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.76772234786171
2021,0.49999999999999994,-0.8660254037844387,100,105000000.0,6.533333333333333,6.16,6.5,6.16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,19.923387249041436
2018,-1.0,-1.8369701987210297e-16,111,30000000.0,6.522440327703485,6.85,6.5,6.85,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.897651131034962
2010,-0.5000000000000004,0.8660254037844384,95,65000000.0,6.411455026455027,6.859999999999999,6.5,6.859999999999999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.462829352121634
2017,0.8660254037844386,0.5000000000000001,122,22000000.0,6.521203703703703,7.15,6.5,7.15,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.17090498257235
2020,-0.8660254037844386,0.5000000000000001,107,21000000.0,6.478703703703704,6.5,6.5,6.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.897358022554538
2020,1.0,6.123233995736766e-17,116,12000000.0,6.401666666666667,6.824999999999999,6.5,6.824999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.54496616670315
2010,0.49999999999999994,-0.8660254037844387,105,30000000.0,6.282716049382716,6.5,6.425,6.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17.51600381252216
2016,-1.0,-1.8369701987210297e-16,123,35000000.0,6.564607843137255,6.3,6.5,6.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.901845236271893
2015,-0.4999999999999997,-0.8660254037844388,117,26000000.0,6.469740444740445,6.033333333333334,6.5,6.033333333333334,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16.903638297448683
2020,-0.5000000000000004,0.8660254037844384,86,5000000.0,6.423611111111111,6.5,6.5,6.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15.372244234214861
2010,-0.4999999999999997,-0.8660254037844388,106,9500000.0,6.495555555555555,6.5,6.5,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14.77114173814981
2013,-0.8660254037844386,0.5000000000000001,93,17000000.0,6.1883796296296305,6.5,6.2,6.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.83291173409254
2022,1.0,6.123233995736766e-17,102,172800000.0,6.45925925925926,6.5,6.5,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19.856310860501285
2018,-0.8660254037844386,0.5000000000000001,106,12000000.0,6.432526455026456,6.5,6.5,6.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.223214791752051
2020,0.8660254037844387,-0.4999999999999998,100,54200004.0,6.331574074074074,6.5,6.5,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.559688607282858
2016,1.2246467991473532e-16,-1.0,98,27000000.0,6.561044973544973,6.5,6.5,6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.083082170962353
2010,0.49999999999999994,-0.8660254037844387,93,7000000.0,6.575616281866282,6.5,6.5,6.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.141518363577466
2021,0.8660254037844386,0.5000000000000001,136,21000000.0,6.589705882352941,6.5,6.5,6.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.1093221647277
2014,-0.8660254037844384,-0.5000000000000004,97,16800000.0,6.561313131313131,6.728571428571429,6.5,6.728571428571429,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17.271677551919527
2010,-0.4999999999999997,-0.8660254037844388,103,15000000.0,6.343333333333334,6.6,6.5,6.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.420555468053273
2013,-1.0,-1.8369701987210297e-16,130,3860000.0,6.4833333333333325,6.5,6.5,6.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.439098552582923
2019,-1.0,-1.8369701987210297e-16,151,25000000.0,6.4375661375661375,6.2,6.5,6.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.39037640103505
2016,-1.0,-1.8369701987210297e-16,109,41527862.6,6.602861952861954,6.5,6.5,6.5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.19307620325849
2021,1.0,6.123233995736766e-17,86,150600000.0,6.478804713804714,6.5,6.5,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.8423738126006
2010,0.8660254037844386,0.5000000000000001,129,50000000.0,6.4906695156695156,6.671428571428572,6.5,6.671428571428572,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.795700990845887
2017,-1.0,-1.8369701987210297e-16,107,147983.0,6.372222222222222,6.5,6.5,6.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.07163539520158
2013,1.0,6.123233995736766e-17,127,26000000.0,6.3932142857142855,6.5,6.5,6.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14.351955707351106
2011,1.2246467991473532e-16,-1.0,83,4000000.0,6.432490079365079,6.5,6.5,6.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.8508349684239
2013,-0.5000000000000004,0.8660254037844384,92,15000000.0,6.577067901234567,6.75,6.5,6.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.35981900447898
2012,-0.5000000000000004,0.8660254037844384,91,35000000.0,6.5851851851851855,5.8,6.5,5.8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.668775053492613
2016,0.8660254037844386,0.5000000000000001,120,10000000.0,6.489473684210526,6.5,6.5,6.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16.372265007683595
2016,0.8660254037844386,0.5000000000000001,120,110000.0,6.489473684210526,6.5,6.5,6.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15.943378693549585
2014,-0.8660254037844386,0.5000000000000001,120,17000000.0,6.444968323586745,6.55,6.5,6.55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14.704775765577946
2011,0.8660254037844386,0.5000000000000001,101,2500000.0,6.280277777777779,6.5,6.45,6.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18.68458548553829
2020,1.2246467991473532e-16,-1.0,94,56400000.0,6.5,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19.553811187001667
2012,0.8660254037844386,0.5000000000000001,107,40000000.0,6.566237373737374,6.5,6.5,6.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.451749396869513
2012,1.2246467991473532e-16,-1.0,105,8415640.6,6.459757834757834,6.5,6.5,6.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15.920738306199953
2020,-0.5000000000000004,0.8660254037844384,122,136940000.0,6.5546296296296305,6.5,6.5,6.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19.88779618411868
