,Movie Name,Year of Release,mes_sin,mes_cos,Run Time in minutes,budget_x,orig_lang,media_elenco,media_direcao,mediana_elenco,mediana_direcao,Drama,Mystery,Action,Family,Documentary,Crime,Romance,War,Comedy,Fantasy,Adventure,Thriller,Science Fiction,Western,History,Horror,Animation,Music,TV Movie,receita_corrigida,log_receita,lucro,categoria_lucro
1340,The Swimmers,2022,-0.8660254037844386,0.5000000000000001,134,60800000.0, English,7.347222222222222,7.4,7.4,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,429738811.0638298,19.87868816596934,365057960.0,Lucro alto
1341,Mirage,2018,1.0,6.123233995736766e-17,128,13531701.8," Spanish, Castilian",7.359722222222223,7.5,7.4,7.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14559231.092436975,16.493735789752964,3188053.109243697,Lucro baixo
1344,How to Train Your Dragon: The Hidden World,2019,0.49999999999999994,0.8660254037844387,104,129000000.0, English,7.258179012345678,7.6,7.55,7.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,457485296.4912281,19.9412553033464,344327401.754386,Lucro alto
1346,Sherlock Holmes: A Game of Shadows,2011,0.49999999999999994,0.8660254037844387,129,125000000.0, English,6.983051568314727,7.054545454545454,6.970000000000001,7.054545454545454,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,278991376.5625,19.446691430929828,213887209.89583334,Lucro alto
1347,Inside Llewyn Davis,2013,0.49999999999999994,0.8660254037844387,104,11000000.0, English,7.014298941798943,7.17,7.4,7.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19265056.7251462,16.77380348050451,12832308.187134502,Lucro médio
1349,Forgotten,2017,-0.5000000000000004,0.8660254037844384,108,5611197.0, Korean,7.299537037037037,7.4,7.4,7.4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8048780.4878048785,15.901031145720493,3486831.7073170734,Lucro baixo
1354,The Judge,2014,0.8660254037844386,0.5000000000000001,141,50000000.0, English,7.029398148148149,6.733333333333333,7.4,6.733333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47250655.900621116,17.670977093302305,16194755.279503105,Lucro médio
1356,The Way Way Back,2013,1.2246467991473532e-16,-1.0,103,5000000.0, English,6.5857760141093475,7.4,6.654761904761905,7.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15703982.45614035,16.569424897779147,12780005.847953217,Lucro médio
1369,C'mon C'mon,2021,0.8660254037844386,0.5000000000000001,109,8300000.0, English,6.932407407407409,7.35,7.116666666666667,7.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300000.0,15.27412558066379,-4000000.0,Prejuízo
1371,Entergalactic,2022,-1.0,-1.8369701987210297e-16,93,144260000.0, English,7.0529761904761905,7.4,7.4,7.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,494973220.00000006,20.02001421805935,341505134.89361703,Lucro alto
1375,A Monster Calls,2016,0.49999999999999994,-0.8660254037844387,108,43000000.0, English,7.00057319223986,7.0,7.4,7.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35430938.93129771,17.383095977515,2606511.4503816795,Lucro baixo
1378,A Dog's Journey,2019,-0.8660254037844385,-0.5000000000000004,109,20610000.0, English,7.092222222222223,7.4,7.4,7.4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2210526.3157894737,14.608741197081201,-15868421.052631581,Prejuízo
1381,Rurouni Kenshin Part I: Origins,2012,-0.8660254037844385,-0.5000000000000004,134,25964965.4, Japanese,7.386111111111112,7.45,7.425000000000001,7.45,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34088397.790055245,17.34446764359788,19743113.038674034,Lucro médio
1385,From Up on Poppy Hill,2011,-2.4492935982947064e-16,1.0,91,22000000.0, Japanese,7.405555555555556,7.4,7.4,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31790543.75,17.274679437176065,20332210.416666668,Lucro médio
1392,The Garden of Words,2013,0.8660254037844387,-0.4999999999999998,46,61000000.0, Japanese,7.462962962962964,7.62,7.4,7.62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,198402935.32163742,19.10581054767353,162730420.70175436,Lucro alto
1395,Mortal Kombat Legends: Scorpion's Revenge,2020,0.49999999999999994,-0.8660254037844387,80,152800000.0, English,7.253935185185185,7.4,7.4,7.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,623308662.9357798,20.25055240018367,483125176.6972477,Lucro alto
1410,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,-0.8660254037844385,-0.5000000000000004,99,211940000.0, English,6.7996693121693115,7.3,7.3,7.3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,198177625.55555555,19.10467428527164,-37311263.333333336,Prejuízo
1411,Dungeons & Dragons: Honor Among Thieves,2023,1.0,6.123233995736766e-17,134,150000000.0, English,6.928950617283951,6.766666666666667,7.3,6.766666666666667,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,176220744.44444445,18.987247996911268,9554077.777777778,Lucro médio
1412,Bullet Train,2022,-0.8660254037844385,-0.5000000000000004,127,85900000.0, English,6.9147685185185175,7.025,6.976666666666667,7.025,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,253760598.93617022,19.351901856654543,162377620.21276596,Lucro alto
1413,Tenet,2020,-0.8660254037844385,-0.5000000000000004,150,205000000.0, English,6.948796296296297,8.266666666666667,6.808333333333334,8.266666666666667,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,330495586.23853207,19.616103862366632,142422191.74311927,Lucro alto
1414,It,2017,-1.0,-1.8369701987210297e-16,135,35000000.0, English,6.830925925925926,6.8,6.9,6.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,569929061.7886178,20.161022458045526,541473777.2357724,Lucro alto
1415,It,2017,-2.4492935982947064e-16,1.0,135,35000000.0, English,0.0,6.8,0.0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569929061.7886178,20.161022458045526,541473777.2357724,Lucro alto
1416,Hereditary,2018,1.2246467991473532e-16,-1.0,127,10000000.0, English,7.084920634920634,7.066666666666666,7.3,7.066666666666666,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,68288646.2184874,18.039254076732682,59885284.87394958,Lucro médio
1422,Doctor Sleep,2019,-0.5000000000000004,0.8660254037844384,152,45000000.0, English,6.982857142857143,6.55,7.3,6.55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,62913015.78947369,17.957263628554482,23439331.57894737,Lucro médio
1423,Triangle of Sadness,2022,-2.4492935982947064e-16,1.0,147,15600000.0, English,7.015219298245614,7.25,7.3,7.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26312310.638297874,17.085547472736717,9716565.95744681,Lucro médio
1426,No Time to Die,2021,-0.5000000000000004,0.8660254037844384,163,250000000.0, English,7.144298941798941,7.433333333333334,7.3,7.433333333333334,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,759959662.0,20.448775913520265,509959662.0,Lucro alto
1427,Elvis,2022,1.2246467991473532e-16,-1.0,159,85000000.0, English,7.0562499999999995,7.233333333333333,7.3,7.233333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,297717653.1914894,19.5116561228221,207292121.27659577,Lucro alto
1428,Elvis,2022,0.8660254037844386,0.5000000000000001,159,85000000.0, English,7.122222222222222,7.233333333333333,7.3,7.233333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,297717653.1914894,19.5116561228221,207292121.27659577,Lucro alto
1431,Split,2016,0.49999999999999994,0.8660254037844387,117,9000000.0, English,7.132638888888888,6.4,7.3,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,212789766.41221374,19.175815224107225,205919537.40458015,Lucro alto
1432,The Place Beyond the Pines,2012,1.0,6.123233995736766e-17,140,15000000.0, English,7.0737835875090775,7.266666666666667,7.3,7.266666666666667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25973176.243093923,17.072574880476655,17685883.425414365,Lucro médio
1435,The Conjuring 2,2016,1.2246467991473532e-16,-1.0,134,40000000.0, English,6.957361111111111,6.885714285714286,7.26875,6.885714285714286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,245675077.09923664,19.319520396038854,215140725.95419845,Lucro alto
1436,Black Panther,2018,0.8660254037844386,0.5000000000000001,134,200000000.0, English,6.998379629629629,7.340000000000001,7.033333333333333,7.340000000000001,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1123104470.5882354,20.839362536504307,955037243.697479,Lucro alto
1438,Cruella,2021,0.49999999999999994,-0.8660254037844387,134,200000000.0, English,6.995138888888889,6.859999999999999,7.3,6.859999999999999,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,233503234.0,19.26870648508438,33503234.0,Lucro médio
1439,American Sniper,2014,0.49999999999999994,0.8660254037844387,133,58000000.0, English,7.128395061728394,6.671428571428572,7.3,6.671428571428572,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,339954268.32298136,19.644321661595473,303929423.60248446,Lucro alto
1441,The Lincoln Lawyer,2011,1.0,6.123233995736766e-17,118,40000000.0, English,6.848504273504274,7.3,7.3,7.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,45388065.625,17.63075975675872,24554732.291666668,Lucro médio
1442,Blue Valentine,2010,-2.4492935982947064e-16,1.0,112,1000000.0, English,7.027899029982363,7.266666666666667,7.3,7.266666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8160709.359605912,15.914841654486235,7668098.522167488,Lucro médio
1443,Alita: Battle Angel,2019,0.8660254037844386,0.5000000000000001,122,170000000.0, English,6.836367521367521,5.975,7.16,5.975,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,352543894.73684216,19.680685696540266,203421087.71929827,Lucro alto
1446,Good Time,2017,-0.8660254037844386,0.5000000000000001,102,26240000.0, English,7.0546969696969715,7.35,7.3,7.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2669405.6910569104,14.797366417980998,-18663927.64227642,Prejuízo
1447,The Shape of Water,2017,-2.4492935982947064e-16,1.0,123,19500000.0, English,6.8510582010582,6.925,7.199999999999999,6.925,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,159179507.31707317,18.88554310020635,143325848.7804878,Lucro alto
1461,The King,2019,-0.5000000000000004,0.8660254037844384,140,69200000.0, English,6.988333333333333,6.725,7.3,6.725,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,324465436.1403509,19.59768957422999,263763681.75438598,Lucro alto
1462,She Said,2022,-0.5000000000000004,0.8660254037844384,129,32000000.0, English,6.992460317460317,7.3,7.3,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11311040.425531916,16.241289835508717,-22731512.76595745,Prejuízo
1464,The Ballad of Buster Scruggs,2018,-0.5000000000000004,0.8660254037844384,133,76120000.0, English,7.016198192239859,7.17,7.3,7.17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,498686372.10084033,20.02748794329484,434719985.54621845,Lucro alto
1465,Rocketman,2019,0.49999999999999994,-0.8660254037844387,121,41000000.0, English,7.093941120607787,6.8,7.3,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,168538407.01754388,18.942674216605713,132573494.73684211,Lucro alto
1470,Nomadland,2020,1.0,6.123233995736766e-17,107,5000000.0, English,6.96574074074074,6.8,7.3,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35531180.73394495,17.38592119947276,30944024.7706422,Lucro médio
1471,Avengers: Age of Ultron,2015,0.8660254037844387,-0.4999999999999998,141,365000000.0, English,7.2184603513770185,7.716666666666666,7.345000000000001,7.716666666666666,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,962287571.7241379,20.68482389506515,710563433.7931035,Lucro alto
1472,El Camino: A Breaking Bad Movie,2019,-0.8660254037844386,0.5000000000000001,122,156000000.0, English,6.815070546737213,7.3,6.658333333333333,7.3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,519046725.7894737,20.067504467500545,382204620.5263158,Lucro alto
1478,Ant-Man,2015,-0.4999999999999997,-0.8660254037844388,117,130000000.0, English,6.721243386243386,6.8,6.71875,6.8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,357833413.1034483,19.695578109540307,268178240.68965518,Lucro alto
1481,Belfast,2021,0.8660254037844386,0.5000000000000001,98,25000000.0, English,7.045214947089947,6.753333333333333,7.216666666666667,6.753333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000.0,17.216707939626428,5000000.0,Lucro baixo
1484,Decision to Leave,2022,-0.8660254037844386,0.5000000000000001,139,6993600.0, Korean,7.237962962962963,7.366666666666667,7.3,7.366666666666667,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17994439.36170213,16.705573343783602,10554439.361702127,Lucro médio
1487,Flight,2012,0.8660254037844386,0.5000000000000001,138,31000000.0, English,6.929166666666666,5.51875,7.125,5.51875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88706319.33701657,18.300841688676876,71579247.51381215,Lucro médio
1489,The Accountant,2016,-2.4492935982947064e-16,1.0,128,40000000.0, English,7.026640965840527,0.0,7.3,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,116764948.85496183,18.57567348790091,86230597.70992365,Lucro médio
1492,Cha Cha Real Smooth,2022,1.2246467991473532e-16,-1.0,107,111400000.0, English,6.542376543209877,7.3,6.705,7.3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,576510833.6170213,20.17250468954716,458000195.31914896,Lucro alto
1493,The Edge of Seventeen,2016,0.49999999999999994,0.8660254037844387,104,9000000.0, English,7.019444444444443,7.3,7.25,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14577101.526717557,16.494962466888694,7706872.519083969,Lucro médio
1496,Old Henry,2021,-0.8660254037844386,0.5000000000000001,99,97060000.0, English,7.013756613756613,7.3,7.3,7.3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,176741455.2,18.990198517583664,79681455.19999999,Lucro médio
1498,The Secret Life of Walter Mitty,2013,-2.4492935982947064e-16,1.0,114,91000000.0, English,6.7642592592592585,7.3,7.025,7.3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,109860340.93567252,18.514720489238876,56643966.666666664,Lucro médio
1499,The Next Three Days,2010,0.8660254037844386,0.5000000000000001,133,30000000.0, English,6.731042260208927,6.8,6.755769230769231,6.8,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,33130993.10344828,17.315979749783594,18352667.98029557,Lucro médio
1501,Fast Five,2011,0.8660254037844387,-0.4999999999999998,130,125000000.0, English,6.610511695906433,7.15,6.6499999999999995,7.15,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,328210132.2916667,19.609164608452275,263105965.625,Lucro alto
1506,The Lego Batman Movie,2017,1.0,6.123233995736766e-17,104,80000000.0, English,6.914382716049382,6.766666666666667,7.275,6.766666666666667,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,252490321.95121953,19.346883477039057,187449671.54471546,Lucro alto
1509,Southpaw,2015,-0.8660254037844385,-0.5000000000000004,124,30000000.0, English,7.007129629629628,6.627272727272728,7.3,6.627272727272728,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64935486.89655173,17.988904825712613,44245831.72413793,Lucro médio
1513,Chef,2014,0.49999999999999994,-0.8660254037844387,114,11000000.0, English,6.6193245489078825,7.061538461538461,6.517948717948718,7.061538461538461,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28551512.422360245,17.167220467176687,21719214.285714284,Lucro médio
1516,Lincoln,2012,0.49999999999999994,0.8660254037844387,150,65000000.0, English,6.932720797720797,7.218181818181819,7.056666666666667,7.218181818181819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,151020044.75138122,18.832923132667023,115108442.54143646,Lucro alto
1517,Raya and the Last Dragon,2021,1.0,6.123233995736766e-17,107,100000000.0, English,6.940865800865801,7.208333333333334,7.3,7.3,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,130423032.0,18.686293817627202,30423032.0,Lucro médio
1518,Instant Family,2018,0.49999999999999994,0.8660254037844387,118,48000000.0, English,6.838891612200436,6.316666666666666,6.8875,6.316666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100618645.37815127,18.42684814018738,60282510.92436975,Lucro médio
1519,Hustle,2022,1.2246467991473532e-16,-1.0,117,115091333.2, English,7.003086419753085,7.3,7.3,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,784364847.4468086,20.480384836706545,661927258.9361702,Lucro alto
1520,Megamind,2010,-2.4492935982947064e-16,1.0,95,130000000.0, English,6.996382275132274,6.5,7.3,6.5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,158565127.09359607,18.88167596337633,94525718.22660099,Lucro alto
1525,Paddington,2014,-0.5000000000000004,0.8660254037844384,95,55000000.0, English,7.268002645502644,7.55,7.4,7.55,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,156777008.69565216,18.87033502691311,122615518.01242235,Lucro alto
1529,In the Heights,2021,1.2246467991473532e-16,-1.0,143,55000000.0, English,7.02361111111111,6.5,7.3,6.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,43646976.0,17.591644559499514,-11353024.0,Prejuízo
1530,First Man,2018,-0.8660254037844386,0.5000000000000001,141,60000000.0, English,7.031827601410934,7.725,7.3,7.725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88675409.24369748,18.300493173709985,38255241.17647059,Lucro médio
1531,The Adventures of Tintin,2011,-2.4492935982947064e-16,1.0,107,130000000.0, English,7.062569143819143,7.218181818181819,7.3,7.218181818181819,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,194788516.14583334,19.087424995411528,127080182.8125,Lucro alto
1538,Official Secrets,2019,-0.5000000000000004,0.8660254037844384,112,134200000.0, English,7.112162097162097,6.949999999999999,7.3,6.949999999999999,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,606626310.3508772,20.223423525754708,488907012.1052632,Lucro alto
1539,Woman in Gold,2015,0.49999999999999994,-0.8660254037844387,109,11000000.0, English,6.948967236467237,7.24,7.25,7.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40404418.62068965,17.514449708749968,32818211.724137932,Lucro médio
1542,Okja,2017,1.2246467991473532e-16,-1.0,120,50000000.0, English,6.884312169312169,7.633333333333333,6.911666666666666,7.633333333333333,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,222138376.58536586,19.218811063606704,181487970.0813008,Lucro alto
1549,The Nightingale,2018,-0.8660254037844385,-0.5000000000000004,136,26848000.0, English,6.793915343915344,7.05,7.225,7.05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,719122.6890756303,13.48578726063793,-21842221.848739497,Prejuízo
1551,Despicable Me 2,2013,1.2246467991473532e-16,-1.0,98,76000000.0, English,6.981668871252204,6.975,7.033333333333334,6.975,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,570302242.6900585,20.161677028593274,525857798.24561405,Lucro alto
1554,Shot Caller,2017,-0.5000000000000004,0.8660254037844384,121,93200000.0, English,6.9283272352003005,6.483333333333333,6.9375,6.483333333333333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,335641903.2520325,19.631555385466193,259869545.5284553,Lucro alto
1563,Jane Eyre,2011,-1.0,-1.8369701987210297e-16,120,26648000.0, English,7.081739417989417,7.433333333333334,7.3,7.433333333333334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18078451.5625,16.71023126559364,4199284.895833334,Lucro baixo
1565,The Descendants,2011,0.49999999999999994,0.8660254037844387,115,20000000.0, English,7.0463359788359785,6.55,7.3,6.55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91410312.5,18.330868858287324,80993645.83333334,Lucro médio
1567,I Origins,2014,-1.0,-1.8369701987210297e-16,106,1000000.0, English,7.1470370370370375,6.533333333333334,7.3,6.533333333333334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,529440.3726708074,13.179575827051398,-91677.6397515528,Prejuízo
1568,Blue Jasmine,2013,-1.0,-1.8369701987210297e-16,98,18000000.0, English,6.887929894179894,6.728571428571429,6.816666666666666,6.728571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60183018.12865497,17.912900779597802,49656702.33918129,Lucro médio
1569,Holy Spider,2022,-0.8660254037844386,0.5000000000000001,118,4102101.8, Persian,7.224999999999999,7.3,7.3,7.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1332592.5531914895,14.102636890915077,-3031345.5319148935,Prejuízo
1578,Youth,2015,-0.8660254037844386,0.5000000000000001,124,13000000.0, Italian,7.0986111111111105,7.3,7.3,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16552808.965517242,16.622066371398642,7587291.724137931,Lucro médio
1581,Snowden,2016,-1.0,-1.8369701987210297e-16,134,50000000.0, English,7.032870370370371,6.633333333333333,7.262499999999999,6.633333333333333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,27008334.351145037,17.111656056008872,-11159604.580152672,Prejuízo
1583,The Banker,2020,1.0,6.123233995736766e-17,120,11000000.0, English,6.833379629629629,7.15,7.3,7.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743119.2660550456,14.824606249125816,-7348623.853211009,Prejuízo
1593,Patriots Day,2016,-2.4492935982947064e-16,1.0,133,40000000.0, English,6.903554894179894,6.666666666666667,7.3,6.666666666666667,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,40334342.7480916,17.51271384139193,9799991.603053434,Lucro médio
1601,The Hidden Face,2011,-1.0,-1.8369701987210297e-16,97,92200000.0," Spanish, Castilian",7.1347619047619055,7.3,7.3,7.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,277964022.7083334,19.44300224856188,229943189.37500003,Lucro alto
1609,Paterson,2016,1.2246467991473532e-16,-1.0,118,5000000.0, English,6.952962962962962,6.666666666666667,6.908333333333333,6.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8188958.778625954,15.91829731449023,4372164.885496183,Lucro baixo
1611,The Walk,2015,1.2246467991473532e-16,-1.0,123,35000000.0, English,7.053385416666666,5.51875,7.3,5.51875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42408347.5862069,17.562855777857628,18270416.55172414,Lucro médio
1613,Belle,2013,0.49999999999999994,0.8660254037844387,100,43602530.2, Japanese,7.24398148148148,7.3,7.199999999999999,7.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,37135181.28654971,17.430075360898034,11636625.614035087,Lucro médio
1615,The Way Back,2010,1.0,6.123233995736766e-17,133,23000000.0, English,6.77677368927369,7.3,6.925,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7174093.103448276,15.785986914889271,-4155956.1576354685,Prejuízo
1616,The Way Back,2010,0.8660254037844387,-0.4999999999999998,133,23000000.0, English,6.913314536340852,7.3,7.0,7.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7174093.103448276,15.785986914889271,-4155956.1576354685,Prejuízo
1619,The Hundred-Foot Journey,2014,-0.8660254037844385,-0.5000000000000004,122,22000000.0, English,7.090740740740741,6.840000000000001,7.3,6.840000000000001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58553098.13664596,17.885444560982908,44888501.863354035,Lucro médio
1621,Eddie the Eagle,2015,0.8660254037844387,-0.4999999999999998,106,23000000.0, English,7.08101571268238,6.8,7.3,6.8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,31076193.103448275,17.251952588942533,15214124.137931036,Lucro médio
1623,20th Century Women,2016,-2.4492935982947064e-16,1.0,119,7000000.0, English,6.966666666666666,7.35,7.3,7.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7140251.145038168,15.781258508072257,1796739.6946564885,Lucro baixo
1627,The Captain,2017,-1.0,-1.8369701987210297e-16,118,104000000.0, Chinese,7.300000000000001,6.2,7.3,6.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,429651147.31707317,19.878484152072723,345098301.7886179,Lucro alto
1630,Our Friend,2019,-0.5000000000000004,0.8660254037844384,124,10000000.0, English,6.961111111111111,7.199999999999999,7.3,7.199999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,626539.4736842106,13.34796705801213,-8145390.350877194,Prejuízo
1631,Little Boy,2015,0.8660254037844387,-0.4999999999999998,106,20000000.0, English,7.188518518518519,7.3,7.3,7.3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12254688.965517242,16.321419194411515,-1538414.4827586208,Prejuízo
1636,I Can Only Imagine,2018,0.8660254037844386,0.5000000000000001,110,7000000.0, English,7.0414814814814815,6.824999999999999,7.3,6.824999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72087031.09243698,18.093384712184626,66204678.15126051,Lucro médio
1641,The Best of Enemies,2019,0.8660254037844387,-0.4999999999999998,133,10000000.0, English,6.885925925925926,7.3,7.3,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9007674.56140351,16.01358750097847,235744.73684210528,Lucro baixo
1642,The 12th Man,2017,-2.4492935982947064e-16,1.0,135,7806306.0, Norwegian,7.185185185185184,6.316666666666666,7.3,6.316666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7778147.154471545,15.866828712838936,1431556.9105691058,Lucro baixo
1644,Anomalisa,2015,-2.4492935982947064e-16,1.0,90,8000000.0, English,7.171212121212121,6.949999999999999,7.3,6.949999999999999,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3935288.275862069,15.185494696581575,-1581953.103448276,Prejuízo
1646,Toni Erdmann,2016,1.2246467991473532e-16,-1.0,162,10000000.0, German,7.09537037037037,7.3,7.3,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135936652.21374047,18.727699542639254,128303064.42748092,Lucro alto
1648,Red Dog,2011,-0.8660254037844385,-0.5000000000000004,92,9100000.0, English,6.856719576719576,7.3,7.275,7.3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10899892.708333334,16.204263503878757,6160309.375,Lucro baixo
