,Movie Name,Year of Release,mes_sin,mes_cos,Run Time in minutes,budget_x,orig_lang,media_elenco,media_direcao,mediana_elenco,mediana_direcao,Drama,Mystery,Action,Family,Documentary,Crime,Romance,War,Comedy,Fantasy,Adventure,Thriller,Science Fiction,Western,History,Horror,Animation,Music,TV Movie,receita_corrigida,log_receita,lucro,categoria_lucro
11,Inception,2010,-0.4999999999999997,-0.8660254037844388,148,160000000.0, English,7.711403508771932,8.266666666666667,7.9,8.266666666666667,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,358885694.5812808,19.698514496257634,280067960.59113306,Lucro alto
16,Spider-Man: Across the Spider-Verse,2023,1.2246467991473532e-16,-1.0,140,264940000.0, English,7.849722222222222,8.466666666666667,8.325,8.7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,194744443.11111113,19.087198708860605,-99633334.66666666,Prejuízo
17,Interstellar,2014,-0.5000000000000004,0.8660254037844384,169,165000000.0, English,7.7495192307692315,8.266666666666667,8.299999999999999,8.266666666666667,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,402535810.5590062,19.813294621198203,300051338.50931674,Lucro alto
20,Oppenheimer,2023,-0.4999999999999997,-0.8660254037844388,180,100000000.0, English,7.85313725490196,8.266666666666667,7.9,8.266666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31477500.0,17.264783562857993,-79633611.1111111,Prejuízo
36,Parasite,2019,1.2246467991473532e-16,-1.0,132,11363000.0, Korean,8.336111111111112,7.633333333333333,8.5,7.633333333333333,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,225957698.24561405,19.2358583638126,215990154.38596493,Lucro alto
39,Whiplash,2014,-0.8660254037844386,0.5000000000000001,106,3300000.0, English,7.935949074074074,7.725,8.5,7.725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24300616.770186335,17.006012289477823,22250927.329192545,Lucro médio
43,Django Unchained,2012,0.49999999999999994,0.8660254037844387,165,100000000.0, English,7.787247150997151,8.15,8.5,8.15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,248531251.93370166,19.3310791579022,193282633.14917126,Lucro alto
53,The Intouchables,2011,0.49999999999999994,-0.8660254037844387,112,13000000.0, French,8.011904761904763,7.6,8.5,7.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,222181515.625,19.21900524370319,215410682.2916667,Lucro alto
60,Joker,2019,-0.8660254037844386,0.5000000000000001,122,55000000.0, English,7.565895061728394,6.859999999999999,7.4,6.859999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,937825950.0000001,20.659074935382154,889580335.9649124,Lucro alto
61,The Dark Knight Rises,2012,-0.4999999999999997,-0.8660254037844388,164,230000000.0, English,7.386313131313132,8.266666666666667,7.048484848484849,8.266666666666667,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,597916081.2154696,20.208960969651788,470844258.0110497,Lucro alto
63,Avengers: Endgame,2019,0.8660254037844387,-0.4999999999999998,181,400000000.0, English,7.370768552435219,7.583333333333333,7.472777777777778,7.583333333333333,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2451519083.3333335,21.61997370337498,2100641890.3508773,Lucro alto
67,Spider-Man: Into the Spider-Verse,2018,-2.4492935982947064e-16,1.0,117,90000000.0, English,7.843518518518518,8.0,8.4,8.4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,315580530.2521008,19.5699244538166,239950278.15126052,Lucro alto
72,Coco,2017,-2.4492935982947064e-16,1.0,105,175000000.0, English,7.949305555555556,8.350000000000001,8.4,8.350000000000001,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,648504285.3658537,20.29017916981899,506227862.60162604,Lucro alto
73,Avengers: Infinity War,2018,0.8660254037844387,-0.4999999999999998,149,300000000.0, English,7.451694478361144,7.583333333333333,7.527777777777778,7.583333333333333,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1721310717.647059,21.266351882706438,1469209877.3109245,Lucro alto
76,Your Name.,2016,-0.5000000000000004,0.8660254037844384,106,2937023.8, Japanese,8.269444444444446,7.62,8.4,7.62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,273271822.13740456,19.425977543268232,271029819.2366412,Lucro alto
79,Capernaum,2018,0.8660254037844386,0.5000000000000001,126,4000000.0, Arabic,8.294444444444444,8.4,8.4,8.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54604143.697478995,17.81562032973071,51242799.15966387,Lucro médio
86,Top Gun: Maverick,2022,0.49999999999999994,-0.8660254037844387,130,170000000.0, English,7.576064814814815,7.040000000000001,8.3,7.040000000000001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575924980.851064,21.178108226266307,1395073917.0212767,Lucro alto
98,The Hunt,2012,0.8660254037844387,-0.4999999999999998,115,18200000.0, English,6.866011904761907,8.1,7.0875,8.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6851369.613259668,15.739959133793919,-3203879.0055248616,Prejuízo
99,The Hunt,2012,0.49999999999999994,-0.8660254037844387,115,18200000.0, Danish,7.1903703703703705,8.1,7.4,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6851369.613259668,15.739959133793919,-3203879.0055248616,Prejuízo
100,Hamilton,2020,-0.4999999999999997,-0.8660254037844388,160,200000000.0, English,7.802777777777779,8.3,8.125,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,811604065.504587,20.514523175150046,628117826.972477,Lucro alto
105,Incendies,2010,1.0,6.123233995736766e-17,131,6800000.0, French,8.300000000000002,7.890000000000001,8.3,7.890000000000001,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7890368.472906405,15.881153392987152,4540614.778325124,Lucro baixo
112,Toy Story 3,2010,1.2246467991473532e-16,-1.0,103,200000000.0, English,7.927222222222223,8.3,8.3,8.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,526541636.453202,20.08184096799405,428019468.9655173,Lucro alto
121,Dangal,2016,-2.4492935982947064e-16,1.0,161,9500000.0, Hindi,8.300000000000002,8.3,8.3,8.3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,232938519.84732825,19.26628511339574,225686611.45038167,Lucro alto
128,K.G.F: Chapter 2,2022,0.8660254037844387,-0.4999999999999998,168,13000000.0, Kannada,8.25294117647059,8.25,8.25,8.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96181647.87234043,18.381749126879125,82351860.63829787,Lucro médio
129,Ayla: The Daughter of War,2017,1.2246467991473532e-16,-1.0,125,4172781.0, Turkish,8.194444444444446,7.45,8.3,7.45,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,48785855.44715448,17.702950981415125,45393350.56910569,Lucro médio
130,The Wolf of Wall Street,2013,0.49999999999999994,0.8660254037844387,180,100000000.0, English,7.6964368720947665,7.779999999999999,8.2,7.779999999999999,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,227962652.63157895,19.244692369253872,169483120.46783626,Lucro alto
134,Spider-Man: No Way Home,2021,-2.4492935982947064e-16,1.0,148,200000000.0, English,7.5142592592592585,7.1000000000000005,7.435714285714285,7.1000000000000005,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1910048245.0,21.370394337848246,1710048245.0,Lucro alto
135,Shutter Island,2010,0.8660254037844386,0.5000000000000001,138,80000000.0, English,7.485231481481481,7.779999999999999,7.816666666666666,7.779999999999999,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,147518119.2118227,18.809461568313726,108109252.21674877,Lucro alto
148,Green Book,2018,0.49999999999999994,0.8660254037844387,130,23000000.0, English,7.505092592592593,7.5,8.2,7.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,268903377.3109244,19.409862680888462,249575646.2184874,Lucro alto
149,1917,2019,0.49999999999999994,0.8660254037844387,119,100000000.0, English,7.616011904761905,7.35,8.2,7.35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,341351263.1578948,19.648422602298925,253631964.91228074,Lucro alto
158,The Father,2020,0.8660254037844387,-0.4999999999999998,97,6000000.0, English,7.13531746031746,7.3,7.016666666666667,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33419408.25688073,17.324647374717454,27914821.10091743,Lucro médio
167,Klaus,2019,-0.5000000000000004,0.8660254037844384,96,40000000.0, English,7.896643518518516,8.2,8.2,8.2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0,-inf,-35087719.298245616,Prejuízo
172,Andhadhun,2018,-0.8660254037844386,0.5000000000000001,139,4500000.0, Hindi,8.00648148148148,8.2,8.2,8.2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,33613445.37815126,17.33043670495477,29831932.773109246,Lucro médio
173,Miracle in Cell No. 7,2019,-0.8660254037844386,0.5000000000000001,132,961023.8, Turkish,8.135185185185186,8.2,8.149999999999999,8.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16920229.824561406,16.644020495062005,16077226.49122807,Lucro médio
174,Miracle in Cell No. 7,2019,0.49999999999999994,0.8660254037844387,132,473937.4, Korean,7.967037037037035,8.2,8.149999999999999,8.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70438596.49122807,18.070251916510585,70022861.92982456,Lucro médio
178,K.G.F: Chapter 1,2018,-2.4492935982947064e-16,1.0,156,113600000.0, Kannada,8.226470588235292,8.25,8.25,8.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,535915445.3781513,20.099486955430887,440453260.5042017,Lucro alto
187,Prisoners,2013,-0.8660254037844386,0.5000000000000001,153,46000000.0, English,7.487082732082732,7.890000000000001,7.675,7.890000000000001,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,66263477.777777776,18.00914944029501,39362892.98245614,Lucro médio
189,Harry Potter and the Deathly Hallows: Part 2,2011,-0.4999999999999997,-0.8660254037844388,130,125000000.0, English,7.353248663101604,6.983333333333333,7.3225,6.983333333333333,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,698703759.8958334,20.364737404781756,633599593.2291667,Lucro alto
190,Mad Max: Fury Road,2015,0.49999999999999994,-0.8660254037844387,120,150000000.0, English,7.398703703703703,7.4,8.1,7.4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,252254743.44827586,19.345950021573323,148806467.5862069,Lucro alto
191,Gone Girl,2014,-0.8660254037844386,0.5000000000000001,149,61000000.0, English,7.3809964726631385,7.659999999999999,7.8,7.659999999999999,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,228050174.53416148,19.245076226454565,190161975.7763975,Lucro alto
194,The Grand Budapest Hotel,2014,0.8660254037844387,-0.4999999999999998,99,31000000.0, English,7.382037037037037,7.4799999999999995,7.3475,7.4799999999999995,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101554977.63975155,18.436110861428993,82300319.25465839,Lucro médio
195,Hacksaw Ridge,2016,-0.8660254037844386,0.5000000000000001,139,40000000.0, English,7.385846560846561,8.1,8.1,8.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,129025897.70992365,18.675523699618136,98491546.5648855,Lucro alto
198,"Three Billboards Outside Ebbing, Missouri",2017,0.49999999999999994,0.8660254037844387,115,12000000.0, English,7.3669949494949485,7.633333333333333,7.533333333333333,7.633333333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131023049.59349594,18.690883816783234,121266952.03252032,Lucro alto
204,Ford v Ferrari,2019,-0.5000000000000004,0.8660254037844384,152,97600000.0, English,7.64096225412015,7.3,7.887499999999999,7.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,197814219.29824564,19.10283886182011,112200184.21052633,Lucro alto
207,The Handmaiden,2016,1.2246467991473532e-16,-1.0,145,8575000.0, Korean,7.830092592592592,7.366666666666667,8.1,7.366666666666667,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,28829928.244274806,17.17692458068588,22284126.71755725,Lucro médio
208,The Help,2011,-1.0,-1.8369701987210297e-16,146,25000000.0, English,7.404326923076923,6.2,7.8125,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111000002.08333334,18.525040778045376,97979168.75,Lucro alto
209,Inside Out,2015,1.2246467991473532e-16,-1.0,95,175000000.0, English,7.643055555555555,8.075,8.1,8.075,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,586597477.9310344,20.189849415028615,465907822.7586207,Lucro alto
212,Logan,2017,1.0,6.123233995736766e-17,137,127000000.0, English,7.498855218855218,7.3,7.824999999999999,7.3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,499351475.6097561,20.028820765710144,396099443.0894309,Lucro alto
213,Rush,2013,-0.8660254037844386,0.5000000000000001,123,38000000.0, English,7.642450142450141,6.971428571428571,8.1,6.971428571428571,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57403043.2748538,17.865607878610028,35180821.05263158,Lucro médio
219,Spotlight,2015,0.49999999999999994,0.8660254037844387,129,20000000.0, English,7.425925925925926,6.833333333333333,8.1,6.833333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63380991.72413793,17.96467455937724,49587888.27586207,Lucro médio
221,12 Years a Slave,2013,0.49999999999999994,0.8660254037844387,134,20000000.0, English,7.460132275132275,7.366666666666667,7.8,7.366666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,105710561.9883041,18.47621537005182,94014655.55555555,Lucro alto
222,Room,2015,0.49999999999999994,0.8660254037844387,118,13000000.0, English,7.609722222222222,8.1,7.949999999999999,8.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25046018.620689657,17.03622543556546,16080501.379310345,Lucro médio
223,How to Train Your Dragon,2010,1.0,6.123233995736766e-17,98,165000000.0, English,7.525771604938271,7.15,7.85,7.15,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,243778813.7931035,19.311771871289174,162498025.61576357,Lucro alto
224,Warrior,2011,-0.5000000000000004,0.8660254037844384,140,25000000.0, English,7.520555555555556,0.0,7.875,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12612179.6875,16.350173546889394,-408653.6458333334,Prejuízo
228,Portrait of a Lady on Fire,2019,-2.4492935982947064e-16,1.0,122,5740000.0, French,7.824999999999999,8.1,8.1,8.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8704497.368421054,15.9793503889569,3669409.649122807,Lucro baixo
241,Wild Tales,2014,0.49999999999999994,-0.8660254037844387,122,4000000.0," Spanish, Castilian",7.980555555555554,7.35,8.1,7.35,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16774578.881987577,16.63537513660155,14290106.832298135,Lucro médio
249,A Silent Voice: The Movie,2016,0.8660254037844387,-0.4999999999999998,130,2937023.8, Japanese,8.024999999999999,8.1,8.1,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23020200.76335878,16.951882682477965,20778197.862595417,Lucro médio
268,Miracle in Cell No. 7,2013,-0.8660254037844386,0.5000000000000001,127,961023.8, Turkish,8.135185185185186,8.1,8.149999999999999,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11280153.216374269,16.23855538695384,10718150.994152047,Lucro médio
269,Miracle in Cell No. 7,2013,0.49999999999999994,0.8660254037844387,127,473937.4, Korean,7.967037037037035,8.1,8.149999999999999,8.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46959064.32748538,17.66478680840242,46681907.953216374,Lucro médio
273,Wolf Children,2012,-0.8660254037844385,-0.5000000000000004,117,7911023.8, Japanese,8.041666666666664,7.449999999999999,8.1,7.449999999999999,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,30420254.696132597,17.2306192174143,26049523.31491713,Lucro médio
279,Dune,2021,-2.4492935982947064e-16,1.0,155,165000000.0, English,7.491331569664903,7.890000000000001,7.800000000000001,7.890000000000001,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,391774790.0,19.78619771735146,226774790.0,Lucro alto
280,Dune,2021,-2.4492935982947064e-16,1.0,155,45000000.0, English,7.491331569664903,7.890000000000001,7.800000000000001,7.890000000000001,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,27503491.0,17.12982350003445,-17496509.0,Prejuízo
281,Dune,2021,-2.4492935982947064e-16,1.0,155,165000000.0, English,7.813271604938271,7.890000000000001,8.0,7.890000000000001,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,391774790.0,19.78619771735146,226774790.0,Lucro alto
282,Dune,2021,-2.4492935982947064e-16,1.0,155,45000000.0, English,7.813271604938271,7.890000000000001,8.0,7.890000000000001,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,27503491.0,17.12982350003445,-17496509.0,Prejuízo
283,Blade Runner 2049,2017,-0.8660254037844386,0.5000000000000001,164,185000000.0, English,7.3000653594771245,7.890000000000001,8.0,7.890000000000001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210430128.45528457,19.164664224656498,60023624.3902439,Lucro médio
284,Black Swan,2010,0.49999999999999994,0.8660254037844387,108,13000000.0, English,7.551111111111112,7.166666666666667,8.0,7.166666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,163185571.42857143,18.91039858622171,156781630.54187194,Lucro alto
286,La La Land,2016,-0.5000000000000004,0.8660254037844384,128,20000000.0, English,7.528940696649029,7.725,8.0,7.725,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,333938787.02290076,19.626468261758014,318671611.4503817,Lucro alto
288,Guardians of the Galaxy,2014,-0.8660254037844385,-0.5000000000000004,121,170000000.0, English,7.049215167548501,7.6000000000000005,7.026666666666666,7.6000000000000005,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,478808940.9937888,19.98681220522852,373218878.8819876,Lucro alto
290,The Revenant,2015,0.49999999999999994,0.8660254037844387,156,135000000.0, English,7.638624338624339,7.85,8.0,7.85,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,367543656.55172414,19.72235266289982,274440208.2758621,Lucro alto
291,Her,2013,0.49999999999999994,0.8660254037844387,126,23000000.0, English,7.036474358974359,8.0,6.840769230769231,8.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,28095905.263157897,17.151134403513442,14645612.865497077,Lucro médio
293,CODA,2021,-0.8660254037844385,-0.5000000000000004,111,10000000.0, English,7.5435185185185185,8.0,8.0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2237618.0,14.620922465170747,-7762382.0,Prejuízo
294,The Martian,2015,-1.0,-1.8369701987210297e-16,144,108000000.0, English,7.212268518518518,6.753846153846154,6.9875,6.753846153846154,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,450764901.37931037,19.926456478579045,376282142.7586207,Lucro alto
295,Deadpool,2016,0.8660254037844386,0.5000000000000001,108,58000000.0, English,7.25809422059422,7.1,7.425,7.1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,596906634.351145,20.207271267754855,552631825.1908396,Lucro alto
296,The Imitation Game,2014,-2.4492935982947064e-16,1.0,114,15000000.0, English,7.573054954304954,7.333333333333333,8.0,7.333333333333333,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,141197878.88198757,18.765672860828342,131881108.69565217,Lucro alto
297,The Avengers,2012,0.8660254037844387,-0.4999999999999998,143,225000000.0, English,7.312349240265907,7.716666666666666,7.470000000000001,7.716666666666666,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,837071939.7790055,20.545420574317056,712762547.5138122,Lucro alto
298,The Avengers,2012,0.8660254037844387,-0.4999999999999998,143,60000000.0, English,7.312349240265907,7.716666666666666,7.470000000000001,7.716666666666666,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26842771.27071823,17.105507116254756,-6306400.0,Prejuízo
299,The Avengers,2012,-0.5000000000000004,0.8660254037844384,143,225000000.0, English,7.371388888888889,7.716666666666666,7.383333333333333,7.716666666666666,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,837071939.7790055,20.545420574317056,712762547.5138122,Lucro alto
300,The Avengers,2012,-0.5000000000000004,0.8660254037844384,143,60000000.0, English,7.371388888888889,7.716666666666666,7.383333333333333,7.716666666666666,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,26842771.27071823,17.105507116254756,-6306400.0,Prejuízo
302,The King's Speech,2010,-2.4492935982947064e-16,1.0,118,15000000.0, English,7.40640522875817,7.525,7.325,7.525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,204045098.02955666,19.133851596148727,196655935.46798033,Lucro alto
303,Zootopia,2016,1.0,6.123233995736766e-17,108,150000000.0, English,7.494097222222221,7.633333333333333,8.0,7.7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,765238609.1603053,20.4556982505569,650734792.3664122,Lucro alto
311,The Invisible Guest,2016,0.49999999999999994,0.8660254037844387,106,4000000.0," Spanish, Castilian",7.611111111111111,7.5,8.0,7.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22900763.358778626,16.94668080241337,19847328.24427481,Lucro médio
320,Soul,2020,-2.4492935982947064e-16,1.0,100,150000000.0, English,7.601507936507937,8.025,8.0,8.025,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,125123341.28440367,18.64481053904349,-12491337.614678899,Prejuízo
342,Lion,2016,0.49999999999999994,0.8660254037844387,118,12000000.0, English,7.53425925925926,6.95,8.0,6.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113830458.01526716,18.550220688971308,104670152.67175572,Lucro alto
352,Mommy,2014,-1.0,-1.8369701987210297e-16,139,4900000.0, French,7.457222222222222,7.4,8.0,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10891927.950310558,16.203532517835672,7848449.689440994,Lucro médio
366,Wolfwalkers,2020,-2.4492935982947064e-16,1.0,103,11250000.0, English,7.806805555555556,8.0,8.0,8.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2973524.7706422014,14.905258598560609,-7347576.14678899,Prejuízo
373,Silenced,2011,-1.0,-1.8369701987210297e-16,125,2200000.0, Korean,7.977777777777778,8.0,8.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16406250.0,16.61317291775617,15260416.666666668,Lucro médio
377,The Tale of The Princess Kaguya,2013,1.2246467991473532e-16,-1.0,137,49300000.0, Japanese,7.966666666666667,8.0,8.0,8.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14249506.432748538,16.472232827780736,-14580902.923976608,Prejuízo
378,Song of the Sea,2014,0.8660254037844386,0.5000000000000001,93,16311197.0, English,7.898124999999999,8.0,8.0,8.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,532622.3602484472,13.185567934673427,-9598555.900621118,Prejuízo
384,I Want to Eat Your Pancreas,2018,-0.8660254037844386,0.5000000000000001,109,8234023.8, Japanese,7.825,0.0,8.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,28359668.907563027,17.160478584932513,21440321.17647059,Lucro médio
390,Mission: Impossible - Dead Reckoning Part One,2023,-0.4999999999999997,-0.8660254037844388,163,290000000.0, English,7.204516369047619,7.5,7.275,7.5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1378068.4444444445,14.136193398730416,-320844153.77777773,Prejuízo
395,Arrival,2016,-0.5000000000000004,0.8660254037844384,116,47000000.0, English,7.529629629629631,7.890000000000001,7.9,7.890000000000001,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,154774786.259542,18.857481626393277,118896923.66412213,Lucro alto
396,Knives Out,2019,-0.5000000000000004,0.8660254037844384,130,40000000.0, English,7.330410052910054,7.65,7.6,7.65,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,274472584.21052635,19.430361938554494,239384864.9122807,Lucro alto
399,Bohemian Rhapsody,2018,-0.5000000000000004,0.8660254037844384,134,55000000.0, English,7.538981481481481,7.25,7.9,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,741348957.9831933,20.42398200086071,695130470.5882354,Lucro alto
405,Edge of Tomorrow,2014,1.2246467991473532e-16,-1.0,113,178000000.0, English,7.556835317460318,6.5,7.9,6.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,227968310.55900618,19.244717188482593,117409304.34782608,Lucro alto
406,Thor: Ragnarok,2017,-0.8660254037844386,0.5000000000000001,130,180000000.0, English,7.215219610636278,7.45,7.2700000000000005,7.45,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,691449413.0081301,20.35430055094571,545107949.593496,Lucro alto
407,Zack Snyder's Justice League,2021,1.0,6.123233995736766e-17,242,70000000.0, English,6.899623015873017,6.614285714285714,6.767857142857143,6.614285714285714,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,136635234.2,18.732825408883382,66635234.19999999,Lucro médio
410,Jojo Rabbit,2019,-2.4492935982947064e-16,1.0,108,14000000.0, English,7.305555555555555,7.45,7.9,7.45,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,76208835.96491228,18.148987971479098,63928134.210526325,Lucro médio
412,The Perks of Being a Wallflower,2012,-0.5000000000000004,0.8660254037844384,103,13000000.0, English,6.700555555555556,7.3,6.683333333333334,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18270333.14917127,16.720789162953743,11088012.70718232,Lucro médio
418,X-Men: Days of Future Past,2014,0.49999999999999994,-0.8660254037844387,132,200000000.0, English,6.973901515151516,7.25,7.111363636363636,7.25,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,464511040.37267077,19.956495884229938,340287437.88819873,Lucro alto
419,Wonder,2017,-0.5000000000000004,0.8660254037844384,113,20000000.0, English,7.4921296296296305,7.3,7.9,7.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252702923.5772358,19.347725141651356,236442760.97560975,Lucro alto
420,Dallas Buyers Club,2013,0.8660254037844386,0.5000000000000001,117,5000000.0, English,7.273335368335369,7.333333333333333,7.716666666666667,7.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35445523.39181287,17.38350752347096,32521546.783625733,Lucro médio
