ano_lancamento,mes_seno,mes_cos,duracao,orcamento,media_elenco,media_direcao,mediana_elenco,mediana_direcao,Drama,Mystery,Action,Family,Documentary,Crime,Romance,War,Comedy,Fantasy,Adventure,Thriller,Science Fiction,Western,History,Horror,Animation,Music,TV Movie,categoria_lucro
2018,-0.8660254037844384,-0.5000000000000004,136,26848000.0,6.793915343915344,7.05,7.225,7.05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2013,1.2246467991473532e-16,-1.0,98,76000000.0,6.981668871252204,6.975,7.033333333333334,6.975,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Lucro alto
2017,-0.5000000000000004,0.8660254037844384,121,93200000.0,6.9283272352003005,6.483333333333333,6.9375,6.483333333333333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2011,-1.0,-1.8369701987210297e-16,120,26648000.0,7.081739417989417,7.433333333333334,7.3,7.433333333333334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2011,0.49999999999999994,0.8660254037844387,115,20000000.0,7.0463359788359785,6.55,7.3,6.55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2014,-1.0,-1.8369701987210297e-16,106,1000000.0,7.1470370370370375,6.533333333333334,7.3,6.533333333333334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Prejuízo
2013,-1.0,-1.8369701987210297e-16,98,18000000.0,6.887929894179894,6.728571428571429,6.816666666666666,6.728571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2022,-0.8660254037844386,0.5000000000000001,118,4102101.8,7.224999999999999,7.3,7.3,7.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2015,-0.8660254037844386,0.5000000000000001,124,13000000.0,7.0986111111111105,7.3,7.3,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2016,-1.0,-1.8369701987210297e-16,134,50000000.0,7.032870370370371,6.633333333333333,7.262499999999999,6.633333333333333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Prejuízo
2020,1.0,6.123233995736766e-17,120,11000000.0,6.833379629629629,7.15,7.3,7.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2016,-2.4492935982947064e-16,1.0,133,40000000.0,6.903554894179894,6.666666666666667,7.3,6.666666666666667,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Lucro médio
2011,-1.0,-1.8369701987210297e-16,97,92200000.0,7.1347619047619055,7.3,7.3,7.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2016,1.2246467991473532e-16,-1.0,118,5000000.0,6.952962962962962,6.666666666666667,6.908333333333333,6.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2015,1.2246467991473532e-16,-1.0,123,35000000.0,7.053385416666666,5.51875,7.3,5.51875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2013,0.49999999999999994,0.8660254037844387,100,43602530.2,7.24398148148148,7.3,7.199999999999999,7.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Lucro médio
2010,1.0,6.123233995736766e-17,133,23000000.0,6.77677368927369,7.3,6.925,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2010,0.8660254037844387,-0.4999999999999998,133,23000000.0,6.913314536340852,7.3,7.0,7.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prejuízo
2014,-0.8660254037844384,-0.5000000000000004,122,22000000.0,7.090740740740741,6.840000000000001,7.3,6.840000000000001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2015,0.8660254037844387,-0.4999999999999998,106,23000000.0,7.08101571268238,6.8,7.3,6.8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Lucro médio
2016,-2.4492935982947064e-16,1.0,119,7000000.0,6.966666666666666,7.35,7.3,7.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2017,-1.0,-1.8369701987210297e-16,118,104000000.0,7.300000000000001,6.2,7.3,6.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2019,-0.5000000000000004,0.8660254037844384,124,10000000.0,6.961111111111111,7.199999999999999,7.3,7.199999999999999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2015,0.8660254037844387,-0.4999999999999998,106,20000000.0,7.188518518518519,7.3,7.3,7.3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Prejuízo
2018,0.8660254037844386,0.5000000000000001,110,7000000.0,7.0414814814814815,6.824999999999999,7.3,6.824999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Lucro médio
2019,0.8660254037844387,-0.4999999999999998,133,10000000.0,6.885925925925926,7.3,7.3,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lucro baixo
2017,-2.4492935982947064e-16,1.0,135,7806306.0,7.185185185185184,6.316666666666666,7.3,6.316666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2015,-2.4492935982947064e-16,1.0,90,8000000.0,7.171212121212121,6.949999999999999,7.3,6.949999999999999,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Prejuízo
2016,1.2246467991473532e-16,-1.0,162,10000000.0,7.09537037037037,7.3,7.3,7.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro alto
2011,-0.8660254037844384,-0.5000000000000004,92,9100000.0,6.856719576719576,7.3,7.275,7.3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2010,-1.0,-1.8369701987210297e-16,115,700000.0,7.300000000000001,7.3,7.3,7.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro médio
2020,0.49999999999999994,0.8660254037844387,95,67800000.0,6.909803921568628,7.3,7.3,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro alto
2017,1.2246467991473532e-16,-1.0,118,12000000.0,7.015972222222222,7.3,7.3,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2015,1.0,6.123233995736766e-17,85,25000000.0,7.081349206349206,7.3,7.05,7.3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Lucro médio
2016,-0.5000000000000004,0.8660254037844384,103,8000000.0,7.0212962962962955,7.3,7.3,7.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2010,-2.4492935982947064e-16,1.0,136,87600000.0,7.301851851851852,7.35,7.3,7.35,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2016,0.49999999999999994,-0.8660254037844387,115,3400000.0,6.99712962962963,7.3,7.15,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro alto
2015,-2.4492935982947064e-16,1.0,163,11332619.0,7.263888888888889,6.825,7.3,6.825,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Prejuízo
2014,-2.4492935982947064e-16,1.0,106,11000000.0,7.254629629629629,7.3,7.3,7.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Lucro alto
2019,0.8660254037844387,-0.4999999999999998,123,125360000.0,7.101388888888888,7.3,7.3,7.3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2018,-1.0,-1.8369701987210297e-16,96,12000000.0,7.32888888888889,7.3,7.3,7.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Lucro médio
2011,-1.0,-1.8369701987210297e-16,145,6600000.0,6.4181060606060605,7.3,6.525,7.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2013,1.0,6.123233995736766e-17,108,2000000.0,7.220370370370371,6.366666666666667,7.3,6.366666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2010,-2.4492935982947064e-16,1.0,132,24309793.2,7.247222222222222,7.3,7.3,7.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2012,0.49999999999999994,-0.8660254037844387,120,50000000.0,6.742804232804233,7.3,6.85,7.3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2015,-0.5000000000000004,0.8660254037844384,82,25000000.0,7.069166666666667,7.3,7.3,7.3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Lucro médio
2015,0.8660254037844387,-0.4999999999999998,82,8700000.0,7.21574074074074,7.3,7.3,7.3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2018,0.49999999999999994,0.8660254037844387,151,6500000.0,6.439037698412698,7.3,6.466666666666666,7.3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Prejuízo
2018,0.8660254037844386,0.5000000000000001,151,20000000.0,6.30022622439289,7.3,6.466666666666666,7.3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Prejuízo
2023,0.49999999999999994,-0.8660254037844387,135,205000000.0,6.937638287638288,6.8,7.2,6.8,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Prejuízo
2023,-0.4999999999999997,-0.8660254037844388,135,40000000.0,7.199999999999999,6.8,7.2,6.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Lucro alto
2023,-0.8660254037844384,-0.5000000000000004,135,161600000.0,6.996470588235295,6.8,7.2,6.8,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Lucro alto
2014,-1.0,-1.8369701987210297e-16,132,55000000.0,6.826851851851852,6.627272727272728,6.975,6.627272727272728,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro médio
2022,-0.5000000000000004,0.8660254037844384,107,30000000.0,6.756994301994302,6.6,6.73,6.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Lucro médio
2012,1.0,6.123233995736766e-17,142,80000000.0,6.630509259259259,6.8,6.8875,6.8,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Lucro alto
2022,-0.4999999999999997,-0.8660254037844388,125,24000000.0,6.999229691876751,7.2,7.2,7.2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2021,-0.8660254037844384,-0.5000000000000004,132,185000000.0,6.802810846560846,7.6000000000000005,6.824999999999999,7.6000000000000005,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Prejuízo
2015,-0.8660254037844384,-0.5000000000000004,116,75000000.0,6.883148148148148,7.054545454545454,7.2,7.054545454545454,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Lucro médio
2021,-2.4492935982947064e-16,1.0,138,75000000.0,6.963148148148148,7.05,7.2,7.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Prejuízo
2016,-2.4492935982947064e-16,1.0,161,46500000.0,7.036552028218695,7.779999999999999,7.2,7.779999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prejuízo
2013,0.49999999999999994,-0.8660254037844387,143,190000000.0,7.00037037037037,7.233333333333333,7.2,7.233333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro alto
2013,0.49999999999999994,-0.8660254037844387,143,7000000.0,7.00037037037037,7.233333333333333,7.2,7.233333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2013,1.0,6.123233995736766e-17,143,190000000.0,7.0764814814814825,7.233333333333333,7.2,7.233333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro alto
2013,1.0,6.123233995736766e-17,143,7000000.0,7.0764814814814825,7.233333333333333,7.2,7.233333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2015,0.8660254037844387,-0.4999999999999998,112,30000000.0,6.749074074074074,7.2,7.0875,7.2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Lucro médio
2021,-0.5000000000000004,0.8660254037844384,102,150000000.0,7.15940170940171,7.466666666666666,7.2,7.2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Lucro médio
2022,1.0,6.123233995736766e-17,102,26730400.0,7.066203703703704,7.2,7.2,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2019,1.0,6.123233995736766e-17,116,7000000.0,6.89,7.35,7.2,7.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2021,-2.4492935982947064e-16,1.0,156,100000000.0,7.03125,7.218181818181819,7.2,7.218181818181819,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2021,-2.4492935982947064e-16,1.0,156,6000000.0,7.03125,7.218181818181819,7.2,7.218181818181819,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2021,-2.4492935982947064e-16,1.0,156,100000000.0,7.061111111111113,7.218181818181819,7.2,7.218181818181819,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2021,-2.4492935982947064e-16,1.0,156,6000000.0,7.061111111111113,7.218181818181819,7.2,7.218181818181819,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2013,-2.4492935982947064e-16,1.0,138,40000000.0,6.88304152637486,7.08,7.183333333333334,7.08,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro alto
2022,-0.8660254037844384,-0.5000000000000004,105,30107840.0,6.835925925925927,7.2,6.890000000000001,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2013,-0.8660254037844384,-0.5000000000000004,115,75000000.0,6.828703703703704,6.033333333333334,6.800000000000001,6.033333333333334,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2011,0.8660254037844386,0.5000000000000001,101,6500000.0,6.6641666666666675,7.366666666666667,7.0024999999999995,7.366666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2013,-1.0,-1.8369701987210297e-16,89,2037792.0,7.002104377104377,7.2,7.2,7.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Prejuízo
2016,1.0,6.123233995736766e-17,103,15000000.0,6.8073202614379085,7.12,7.2,7.12,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Lucro médio
2018,1.0,6.123233995736766e-17,132,60000000.0,6.593203062369729,7.05,6.671428571428571,7.05,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Lucro médio
2018,-2.4492935982947064e-16,1.0,132,60000000.0,6.935049323645815,7.05,7.156818181818181,7.05,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2020,0.49999999999999994,-0.8660254037844387,97,61000000.0,7.157500000000001,7.35,7.2,7.35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Lucro alto
2016,-0.5000000000000004,0.8660254037844384,132,180000000.0,6.6552459114959115,6.983333333333333,6.637499999999999,6.983333333333333,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Lucro alto
2012,1.0,6.123233995736766e-17,109,42000000.0,6.811882716049383,7.3,7.125,7.3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2016,-0.5000000000000004,0.8660254037844384,115,15000000.0,7.002693602693602,6.779999999999999,7.2,6.779999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lucro médio
2012,-1.0,-1.8369701987210297e-16,116,26000000.0,6.932361111111111,6.75,7.1,6.75,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Lucro médio
2017,1.2246467991473532e-16,-1.0,134,50000000.0,6.93152356902357,6.659999999999999,7.2,6.659999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Prejuízo
2021,0.49999999999999994,0.8660254037844387,110,6713933.0,6.924537037037037,6.800000000000001,7.2,6.800000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2015,0.49999999999999994,0.8660254037844387,118,11800000.0,6.983888888888889,7.4,7.2,7.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2016,0.49999999999999994,0.8660254037844387,139,24000000.0,7.0643518518518515,7.2,7.2,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2022,-0.8660254037844384,-0.5000000000000004,97,18392400.0,7.134523809523811,7.2,7.2,7.2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Prejuízo
2014,-0.5000000000000004,0.8660254037844384,95,50000000.0,6.766975308641976,7.2,7.2,7.2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Lucro médio
2013,-0.4999999999999997,-0.8660254037844388,104,200000000.0,6.891666666666667,7.300000000000001,7.2,7.300000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucro alto
2014,0.49999999999999994,0.8660254037844387,137,65000000.0,7.010634920634921,7.2,7.2,7.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2017,-0.8660254037844384,-0.5000000000000004,133,13500000.0,7.093888888888889,7.2,7.2,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2017,0.49999999999999994,0.8660254037844387,133,13500000.0,7.122222222222224,7.2,7.2,7.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2013,0.8660254037844387,-0.4999999999999998,123,7000000.0,6.781666666666667,6.666666666666667,7.058333333333334,6.666666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2011,1.0,6.123233995736766e-17,107,135000000.0,6.96522607022607,6.666666666666667,7.2,6.666666666666667,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,Lucro médio
2016,1.2246467991473532e-16,-1.0,97,200000000.0,6.803472222222222,6.35,7.2,6.35,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Lucro alto
2017,1.0,6.123233995736766e-17,107,13000000.0,7.012808641975308,6.800000000000001,7.2,6.800000000000001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Lucro médio
2022,1.0,6.123233995736766e-17,130,5721523.8,7.064814814814816,7.2,7.2,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lucro baixo
2019,-0.5000000000000004,0.8660254037844384,119,8000000.0,6.966402116402117,7.2,7.2,7.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2013,1.0,6.123233995736766e-17,98,135000000.0,6.9388985667110665,6.825,7.050000000000001,6.825,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Lucro alto
2011,1.2246467991473532e-16,-1.0,90,150000000.0,6.75957671957672,6.45,7.0249999999999995,6.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucro alto
2017,0.49999999999999994,-0.8660254037844387,100,22000000.0,6.848247863247864,6.840000000000001,7.2,6.840000000000001,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Lucro alto
2020,0.8660254037844387,-0.4999999999999998,112,57080000.0,7.022619047619048,7.2,7.2,7.2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Prejuízo
2020,1.2246467991473532e-16,-1.0,112,11480000.0,6.986144781144781,7.2,7.2,7.2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2019,0.8660254037844386,0.5000000000000001,124,25000000.0,6.9521929824561415,7.2,7.2,7.2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Prejuízo
2012,-2.4492935982947064e-16,1.0,97,145000000.0,7.0295959595959605,7.2,7.2,7.2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Lucro alto
2019,0.49999999999999994,0.8660254037844387,109,45000000.0,7.0881944444444445,7.2,7.2,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lucro médio
2017,0.8660254037844386,0.5000000000000001,117,18000000.0,7.01265873015873,7.166666666666667,7.2,7.166666666666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2016,-0.8660254037844386,0.5000000000000001,120,38274800.0,7.078131313131314,6.7,7.2,6.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Prejuízo
2011,-0.8660254037844386,0.5000000000000001,102,5000000.0,7.030555555555556,6.800000000000001,7.2,6.800000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro baixo
2016,-0.8660254037844386,0.5000000000000001,133,20000000.0,6.846064814814814,7.266666666666667,7.2,7.266666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2014,-2.4492935982947064e-16,1.0,102,13000000.0,6.8766504329004325,7.133333333333333,7.2,7.133333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2022,1.0,6.123233995736766e-17,129,28648000.0,7.0888888888888895,7.550000000000001,7.2,7.550000000000001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Prejuízo
2014,-0.8660254037844386,0.5000000000000001,120,56000004.0,7.013888888888889,7.25,7.2,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2016,-0.8660254037844386,0.5000000000000001,108,79500000.0,7.021435185185186,7.2,7.2,7.2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2013,-0.8660254037844384,-0.5000000000000004,132,25000000.0,6.970205026455027,6.45,7.2,6.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2010,0.8660254037844387,-0.4999999999999998,128,45000000.0,6.977757588415484,7.15,7.2,7.15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro médio
2018,-0.8660254037844384,-0.5000000000000004,104,75000000.0,6.986702741702742,7.1,7.15,7.1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Lucro alto
2011,-2.4492935982947064e-16,1.0,146,70000000.0,7.040502645502645,7.218181818181819,7.2,7.218181818181819,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2011,-0.5000000000000004,0.8660254037844384,124,10000000.0,7.0412037037037045,7.1000000000000005,7.2,7.1000000000000005,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2010,1.2246467991473532e-16,-1.0,113,4200000.0,6.9296927609427605,6.725,7.2,6.725,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2021,1.2246467991473532e-16,-1.0,98,21363393.0,7.015000000000001,7.2,7.2,7.2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Lucro baixo
2021,-0.8660254037844384,-0.5000000000000004,83,155000000.0,6.9944444444444445,7.2,7.2,7.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Lucro alto
2014,-0.5000000000000004,0.8660254037844384,99,11000000.0,6.997472342472343,6.85,7.183333333333334,6.85,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2012,-1.0,-1.8369701987210297e-16,104,8000000.0,6.74675925925926,6.95,6.858333333333334,6.95,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Lucro baixo
2015,1.2246467991473532e-16,-1.0,103,7000000.0,6.889368386243387,7.2,7.2,7.2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2020,-0.8660254037844384,-0.5000000000000004,110,9300000.0,6.711795735129069,6.325,6.75,6.325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2010,-0.8660254037844386,0.5000000000000001,123,35000000.0,7.061858974358974,6.5,7.2,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2018,0.49999999999999994,-0.8660254037844387,98,10000000.0,7.103637566137566,7.2,7.2,7.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2018,-0.5000000000000004,0.8660254037844384,105,1750000.0,7.02037037037037,7.5,7.2,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2018,-1.0,-1.8369701987210297e-16,105,1750000.0,6.899074074074075,7.5,7.2,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro baixo
2022,1.0,6.123233995736766e-17,90,78800000.0,7.079232804232805,7.2,7.2,7.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro alto
2013,-2.4492935982947064e-16,1.0,155,36000000.0,7.02746913580247,6.6,7.2,6.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Lucro médio
2017,-1.0,-1.8369701987210297e-16,136,24000000.0,7.174074074074074,7.2,7.2,7.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Lucro médio
2021,-0.8660254037844386,0.5000000000000001,129,99000000.0,6.683796296296297,7.2,6.7,7.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Lucro alto
2021,-0.4999999999999997,-0.8660254037844388,85,141000000.0,6.905787037037038,7.2,7.075,7.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucro alto
2021,-0.4999999999999997,-0.8660254037844388,87,141000000.0,6.823842592592593,7.2,7.066666666666666,7.2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucro alto
2018,1.0,6.123233995736766e-17,124,51880004.0,6.870410052910053,7.2,6.95,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Prejuízo
2018,0.8660254037844387,-0.4999999999999998,124,4920975.0,6.905224867724868,7.2,6.95,7.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2018,1.0,6.123233995736766e-17,93,688960.0,7.073379629629631,7.2,7.2,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lucro médio
