ano_lancamento,mes_seno,mes_cos,duracao,orcamento,media_elenco,media_direcao,mediana_elenco,mediana_direcao,Drama,Mystery,Action,Family,Documentary,Crime,Romance,War,Comedy,Fantasy,Adventure,Thriller,Science Fiction,Western,History,Horror,Animation,Music,TV Movie,categoria_lucro
2012,0.49999999999999994,-0.8660254037844387,110,12000000.0,6.43888888888889,6.4,6.4,6.4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Lucro médio
2022,1.0,6.123233995736766e-17,87,107400000.0,6.400000000000001,6.4,6.4,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lucro alto
2015,0.8660254037844387,-0.4999999999999998,101,8500000.0,6.347486772486773,6.133333333333333,6.4,6.133333333333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2019,-1.0,-1.8369701987210297e-16,149,40000000.0,6.415277777777779,6.7,6.4,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2010,0.49999999999999994,0.8660254037844387,100,19000000.0,6.414503367003367,6.4,6.4,6.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2013,-0.4999999999999997,-0.8660254037844388,150,225000000.0,6.42317891803186,6.666666666666667,6.4,6.666666666666667,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Lucro médio
2021,-0.4999999999999997,-0.8660254037844388,118,15000000.0,6.098139129389129,6.800000000000001,5.872916666666667,6.800000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2017,1.0,6.123233995736766e-17,120,30000000.0,6.319126984126984,6.4,6.4,6.4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,Prejuízo
2015,0.8660254037844387,-0.4999999999999998,137,50000000.0,6.431481481481482,6.433333333333334,6.4,6.433333333333334,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2012,-0.5000000000000004,0.8660254037844384,105,42000000.0,6.28425925925926,6.033333333333334,6.4,6.033333333333334,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2014,-0.5000000000000004,0.8660254037844384,104,17000000.0,6.373148148148149,6.1,6.4,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2012,0.8660254037844387,-0.4999999999999998,101,25000000.0,6.345515873015874,5.5,6.4,5.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2013,-2.4492935982947064e-16,1.0,105,19200000.0,6.342297979797981,6.4,6.4,6.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2017,1.0,6.123233995736766e-17,98,5000000.0,6.298359788359789,6.4,6.4,6.4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Lucro médio
2011,0.49999999999999994,0.8660254037844387,99,20000000.0,6.4714285714285715,6.1,6.4,6.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2014,-0.8660254037844386,0.5000000000000001,103,9000000.0,6.372592592592593,6.033333333333334,6.4,6.033333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro médio
2015,1.2246467991473532e-16,-1.0,90,18000000.0,6.297222222222223,6.4,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Prejuízo
2010,0.8660254037844386,0.5000000000000001,98,24000000.0,6.39393762183236,6.966666666666666,6.4,6.966666666666666,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro baixo
2022,0.49999999999999994,0.8660254037844387,115,88600000.0,6.407407407407408,6.4,6.4,6.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2022,-0.8660254037844386,0.5000000000000001,105,59960000.0,6.421111111111112,6.4,6.4,6.4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Lucro alto
2022,-1.0,-1.8369701987210297e-16,103,96200000.0,6.384828042328043,6.4,6.4,6.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Lucro alto
2019,-1.0,-1.8369701987210297e-16,97,65000000.0,6.424364478114478,6.4,6.4,6.4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Lucro médio
2018,0.49999999999999994,-0.8660254037844387,110,25840900.0,6.272222222222222,5.85,6.4,5.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Prejuízo
2010,1.2246467991473532e-16,-1.0,102,17998800.0,6.410839947089948,6.4,6.4,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Prejuízo
2013,0.49999999999999994,0.8660254037844387,120,139000000.0,6.5340458152958165,6.16,6.4,6.16,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Lucro médio
2021,-1.0,-1.8369701987210297e-16,102,100000000.0,6.47097582972583,7.133333333333333,6.4,7.133333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro alto
2015,-0.8660254037844384,-0.5000000000000004,134,12000000.0,6.296464646464647,6.2153846153846155,6.4,6.2153846153846155,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Prejuízo
2010,-0.4999999999999997,-0.8660254037844388,96,21800000.0,6.484861111111112,6.4,6.4,6.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2010,1.0,6.123233995736766e-17,96,830001.4,6.454545454545456,6.4,6.4,6.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro baixo
2013,-0.8660254037844386,0.5000000000000001,104,1030064.0,6.428054353054353,6.4,6.4,6.4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Lucro médio
2017,-0.8660254037844386,0.5000000000000001,112,35000000.0,6.409848484848486,6.4,6.4,6.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Lucro médio
2019,1.2246467991473532e-16,-1.0,86,80000000.0,6.471058201058202,6.475,6.425000000000001,6.475,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Lucro alto
2017,-0.4999999999999997,-0.8660254037844388,120,118800000.0,6.479629629629631,6.4,6.4,6.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro alto
2020,0.8660254037844387,-0.4999999999999998,113,48780000.0,6.3916666666666675,6.4,6.4,6.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Prejuízo
2012,0.8660254037844387,-0.4999999999999998,110,26000000.0,6.430717592592592,5.833333333333333,6.4,5.833333333333333,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro baixo
2019,-0.4999999999999997,-0.8660254037844388,119,15600000.0,6.635648148148149,6.800000000000001,6.4,6.800000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Prejuízo
2021,0.8660254037844386,0.5000000000000001,123,20000000.0,6.5166666666666675,6.433333333333334,6.4,6.433333333333334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2018,0.8660254037844386,0.5000000000000001,97,9500000.0,6.286157407407408,6.133333333333333,6.4,6.133333333333333,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Prejuízo
2012,-0.8660254037844384,-0.5000000000000004,99,33000000.0,6.401960784313726,6.266666666666667,6.4,6.266666666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Lucro médio
2016,-0.4999999999999997,-0.8660254037844388,76,3500000.0,6.536574074074075,6.425000000000001,6.425000000000001,6.425000000000001,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Lucro baixo
2010,-1.0,-1.8369701987210297e-16,107,117800000.0,6.4,6.4,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2010,0.49999999999999994,-0.8660254037844387,107,4000000.0,6.505555555555556,6.4,6.4,6.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2012,-2.4492935982947064e-16,1.0,95,105000000.0,6.398487394957984,6.800000000000001,6.4,6.800000000000001,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Lucro alto
2014,-0.8660254037844386,0.5000000000000001,108,116500000.0,6.389219576719577,6.2,6.4,6.2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2013,-2.4492935982947064e-16,1.0,97,4000000.0,6.421666666666669,6.4,6.4,6.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro médio
2015,-0.8660254037844384,-0.5000000000000004,120,3000000.0,6.41388888888889,6.65,6.4,6.65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2014,1.2246467991473532e-16,-1.0,112,160000000.0,6.79111111111111,6.4,6.75,6.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Lucro alto
2014,1.2246467991473532e-16,-1.0,112,20000000.0,6.79111111111111,6.4,6.75,6.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Lucro alto
2014,1.0,6.123233995736766e-17,112,160000000.0,6.675603886853887,6.4,6.75,6.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Lucro alto
2014,1.0,6.123233995736766e-17,112,20000000.0,6.675603886853887,6.4,6.75,6.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Lucro alto
2014,0.8660254037844386,0.5000000000000001,112,160000000.0,6.679843304843305,6.4,6.75,6.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Lucro alto
2014,0.8660254037844386,0.5000000000000001,112,20000000.0,6.679843304843305,6.4,6.75,6.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Lucro alto
2014,0.49999999999999994,0.8660254037844387,112,160000000.0,6.720032051282051,6.4,6.75,6.4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Lucro alto
2014,0.49999999999999994,0.8660254037844387,112,20000000.0,6.720032051282051,6.4,6.75,6.4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Lucro alto
2017,1.2246467991473532e-16,-1.0,120,32679734.0,6.529259259259259,6.65,6.4,6.65,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Prejuízo
2019,-1.0,-1.8369701987210297e-16,111,53012938.0,6.405877192982457,6.233333333333333,6.4,6.233333333333333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2019,-1.0,-1.8369701987210297e-16,111,30000000.0,6.405877192982457,6.233333333333333,6.4,6.233333333333333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2019,1.2246467991473532e-16,-1.0,111,53012938.0,6.430618686868687,6.233333333333333,6.4,6.233333333333333,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,Lucro médio
2019,1.2246467991473532e-16,-1.0,111,30000000.0,6.430618686868687,6.233333333333333,6.4,6.233333333333333,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,Prejuízo
2019,1.2246467991473532e-16,-1.0,111,53012938.0,6.369444444444445,6.233333333333333,6.4,6.233333333333333,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro médio
2019,1.2246467991473532e-16,-1.0,111,30000000.0,6.369444444444445,6.233333333333333,6.4,6.233333333333333,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2021,-2.4492935982947064e-16,1.0,78,111000000.0,6.4615740740740755,6.4,6.4,6.4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Lucro alto
2010,0.8660254037844386,0.5000000000000001,92,52000000.0,6.321527777777779,6.233333333333333,6.4,6.233333333333333,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro baixo
2014,-2.4492935982947064e-16,1.0,102,7000000.0,6.323617724867725,5.95,6.35,5.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2016,1.2246467991473532e-16,-1.0,88,13000000.0,6.468333333333335,6.366666666666667,6.4,6.366666666666667,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2014,0.8660254037844387,-0.4999999999999998,107,55000000.0,6.549074074074075,6.45,6.4,6.45,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,Lucro médio
2016,0.49999999999999994,0.8660254037844387,129,65000000.0,6.479183201058201,7.279999999999999,6.4,7.279999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2011,1.0,6.123233995736766e-17,102,4900000.0,6.374232804232805,6.4,6.4,6.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro baixo
2012,0.49999999999999994,0.8660254037844387,109,25000000.0,6.416137065095399,6.4799999999999995,6.4,6.4799999999999995,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro médio
2010,-1.0,-1.8369701987210297e-16,99,44000000.0,6.3535714285714295,6.1,6.4,6.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Lucro baixo
2013,-1.0,-1.8369701987210297e-16,99,30000000.0,6.567857142857143,6.4,6.5,6.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro baixo
2013,-1.0,-1.8369701987210297e-16,99,4357373.0,6.567857142857143,6.4,6.5,6.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2014,1.2246467991473532e-16,-1.0,103,8500000.0,6.336306980056981,6.725,6.4,6.725,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2017,1.0,6.123233995736766e-17,129,5000000.0,6.417187500000001,6.825,6.4,6.825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2013,0.49999999999999994,-0.8660254037844387,118,30000000.0,6.223040123456792,5.44,6.4,5.44,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2015,-0.8660254037844386,0.5000000000000001,104,101800000.0,6.363684371184372,6.4,6.4,6.4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Lucro alto
2020,0.8660254037844387,-0.4999999999999998,93,126000000.0,6.340740740740742,6.4,6.4,6.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro alto
2018,0.8660254037844386,0.5000000000000001,97,4900000.0,6.4289351851851855,6.6,6.4,6.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Lucro baixo
2019,0.49999999999999994,-0.8660254037844387,108,12000000.0,6.396141975308643,5.825,6.4,5.825,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro médio
2019,-1.0,-1.8369701987210297e-16,108,51220904.0,6.393055555555557,6.4,6.4,6.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Prejuízo
2019,-1.0,-1.8369701987210297e-16,98,7174052.2,6.209834656084657,6.050000000000001,6.3,6.050000000000001,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2020,0.8660254037844387,-0.4999999999999998,90,158000000.0,6.450105820105821,6.400000000000001,6.4,6.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Lucro alto
2017,-0.8660254037844386,0.5000000000000001,82,5000000.0,6.440476190476192,6.4,6.4,6.4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2019,-0.8660254037844384,-0.5000000000000004,103,5000000.0,6.4222222222222225,6.4,6.4,6.4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Lucro baixo
2020,1.0,6.123233995736766e-17,103,75200000.0,6.54638888888889,6.4,6.4,6.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2013,0.49999999999999994,0.8660254037844387,113,40000000.0,6.442913204062789,6.166666666666667,6.4,6.166666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2020,-0.8660254037844386,0.5000000000000001,104,43040000.0,6.239824033990701,6.4,6.4,6.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Prejuízo
2013,-0.8660254037844386,0.5000000000000001,93,10000000.0,6.392139850889851,6.633333333333333,6.4,6.633333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prejuízo
2017,-1.0,-1.8369701987210297e-16,103,9146840.6,6.488827160493828,6.633333333333333,6.4,6.633333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Prejuízo
2018,1.2246467991473532e-16,-1.0,101,139000000.0,6.4426998050682265,6.4,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Lucro alto
2012,-0.8660254037844386,0.5000000000000001,100,7600000.0,6.450000000000001,6.4,6.4,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Prejuízo
2010,0.49999999999999994,-0.8660254037844387,105,50000000.0,6.742804232804233,6.125,6.85,6.125,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2017,1.0,6.123233995736766e-17,106,40000000.0,6.420740740740741,6.4,6.4,6.4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2014,-0.8660254037844386,0.5000000000000001,100,25000000.0,6.455555555555557,6.4,6.4,6.4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2013,-0.4999999999999997,-0.8660254037844388,85,2500000.0,6.394444444444446,6.4,6.4,6.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Prejuízo
2015,1.0,6.123233995736766e-17,156,26000000.0,6.39978835978836,6.4,6.4,6.4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Lucro médio
2015,1.0,6.123233995736766e-17,156,13000000.0,6.39978835978836,6.4,6.4,6.4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Lucro baixo
2022,-1.0,-1.8369701987210297e-16,123,35000000.0,6.42219305385972,6.699999999999999,6.3,6.699999999999999,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Lucro médio
2022,0.8660254037844386,0.5000000000000001,127,90000000.0,6.406944444444444,6.753333333333333,6.3,6.753333333333333,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,Lucro médio
2022,-0.8660254037844386,0.5000000000000001,127,90000000.0,6.344999999999999,6.753333333333333,6.3,6.753333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro médio
2023,1.2246467991473532e-16,-1.0,93,223940000.0,6.563869047619048,6.3,6.541666666666667,6.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Prejuízo
2021,0.8660254037844386,0.5000000000000001,128,30000000.0,6.393055555555555,6.779999999999999,6.3,6.779999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2022,0.49999999999999994,0.8660254037844387,114,24000000.0,6.394656084656085,6.366666666666667,6.316666666666666,6.366666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro alto
2022,0.49999999999999994,0.8660254037844387,114,15000000.0,6.394656084656085,6.366666666666667,6.316666666666666,6.366666666666667,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro alto
2022,0.8660254037844386,0.5000000000000001,114,24000000.0,6.262261904761904,6.366666666666667,6.3,6.366666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Lucro alto
2022,0.8660254037844386,0.5000000000000001,114,15000000.0,6.262261904761904,6.366666666666667,6.3,6.366666666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Lucro alto
2022,0.49999999999999994,0.8660254037844387,114,24000000.0,6.301388888888888,6.366666666666667,6.3,6.366666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Lucro alto
2022,0.49999999999999994,0.8660254037844387,114,15000000.0,6.301388888888888,6.366666666666667,6.3,6.366666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Lucro alto
2023,0.49999999999999994,0.8660254037844387,114,50000000.0,6.4464522417153995,7.054545454545454,6.3,7.054545454545454,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Prejuízo
2022,-0.8660254037844386,0.5000000000000001,125,200000000.0,6.242085769980506,6.575,6.3,6.575,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Lucro alto
2021,0.49999999999999994,0.8660254037844387,131,100000000.0,6.46156685906686,7.075,6.33,7.075,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Lucro médio
2021,0.8660254037844386,0.5000000000000001,88,135000000.0,6.469953703703704,6.3,6.333333333333334,6.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Lucro alto
2013,0.49999999999999994,-0.8660254037844387,108,13300000.0,6.293333333333333,6.3,6.3,6.3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Prejuízo
2021,-0.5000000000000004,0.8660254037844384,156,200000000.0,6.430224867724868,6.8,6.3,6.8,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Lucro alto
2018,1.0,6.123233995736766e-17,119,90000000.0,6.362103174603174,6.22,6.3,6.22,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Lucro alto
2022,0.8660254037844386,0.5000000000000001,116,120000000.0,6.352546296296295,6.5249999999999995,6.3,6.5249999999999995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Lucro alto
2021,1.2246467991473532e-16,-1.0,112,40000000.0,6.392777777777777,5.8,6.3,5.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro alto
2021,1.0,6.123233995736766e-17,113,155000000.0,6.424239417989417,6.15,6.3,6.15,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Lucro alto
2018,1.2246467991473532e-16,-1.0,110,70000000.0,6.368854199433784,6.8,6.3,6.8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro alto
2021,-1.0,-1.8369701987210297e-16,120,50000000.0,6.4680108359133115,6.466666666666666,6.3,6.466666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Prejuízo
2017,0.8660254037844386,0.5000000000000001,94,1000000.0,6.282407407407407,6.2,6.3,6.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro baixo
2011,-0.8660254037844384,-0.5000000000000004,112,52000000.0,6.374700854700854,6.733333333333333,6.3,6.733333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro médio
2017,-0.8660254037844386,0.5000000000000001,85,100400000.0,6.22389911014911,6.016666666666667,6.125,6.016666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Lucro alto
2017,-0.8660254037844386,0.5000000000000001,85,157000000.0,6.265740740740741,6.016666666666667,6.3,6.016666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2022,1.2246467991473532e-16,-1.0,96,10237862.6,6.345138888888888,6.3,6.3,6.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Prejuízo
2021,-0.5000000000000004,0.8660254037844384,118,150000000.0,6.33096041385515,6.35,6.3,6.35,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Prejuízo
2014,-0.8660254037844386,0.5000000000000001,92,22000000.0,6.326990740740741,6.3,6.3,6.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Prejuízo
2018,0.49999999999999994,-0.8660254037844387,100,95000000.0,6.233730158730158,6.3,6.3,6.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lucro alto
2015,-2.4492935982947064e-16,1.0,103,58000000.0,6.278284832451499,5.6,6.3,5.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Lucro médio
2019,-0.8660254037844386,0.5000000000000001,118,118000000.0,6.388333333333333,6.3,6.3,6.3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Lucro alto
2019,0.49999999999999994,0.8660254037844387,118,148400000.0,6.287716049382715,6.3,6.3,6.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Lucro alto
2014,0.49999999999999994,0.8660254037844387,77,139000000.0,6.31912037037037,5.833333333333333,6.3,5.833333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro alto
2014,1.2246467991473532e-16,-1.0,77,92600000.0,6.227777777777778,5.833333333333333,6.3,5.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Lucro alto
2021,-1.0,-1.8369701987210297e-16,90,71000000.0,6.797804232804234,6.627272727272728,6.9,6.627272727272728,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2021,0.49999999999999994,0.8660254037844387,90,80000000.0,6.916666666666668,6.627272727272728,6.9,6.627272727272728,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro alto
2010,-1.0,-1.8369701987210297e-16,80,10000000.0,6.321296296296296,6.475,6.3,6.475,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro médio
2022,-1.0,-1.8369701987210297e-16,118,90544000.0,6.266666666666666,6.3,6.3,6.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro alto
2013,1.2246467991473532e-16,-1.0,131,150000000.0,6.3008509700176365,6.133333333333333,6.3,6.133333333333333,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Lucro médio
2021,-0.8660254037844384,-0.5000000000000004,103,105200000.0,6.280239898989899,6.3,6.3,6.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lucro alto
2016,-0.4999999999999997,-0.8660254037844388,81,5000000.0,6.192175925925925,6.45,6.3,6.45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Lucro alto
2015,-0.4999999999999997,-0.8660254037844388,126,155000000.0,6.372251984126984,6.466666666666666,6.3,6.466666666666666,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Lucro alto
2020,-0.5000000000000004,0.8660254037844384,102,6000000.0,6.32037037037037,6.083333333333333,6.3,6.083333333333333,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,Lucro médio
